name_x,year_x,brand,color,price_x,seller_name,seller_phone,seller_average_rating,seller_review_count,miles_x,distance_from_Madison,Exterior Color_x,Interior Color_x,Transmission_x,Drivetrain_x,VIN,id_x,name_y,make,model,year_y,price_y,miles_y,Exterior Color_y,Interior Color_y,Seller Name,Seller Phone,Transmission_y,Drivetrain_y,id_y
2015 Mercedes-Benz  GL 450,2015,Mercedes-Benz,Blue,40942.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,42415.0,74,Lunar Blue Metallic,Almond Beige,7-SPEED A/T,All Wheel Drive,4JGDF6EE2FA506760,161,2015 Mercedes-Benz GL-Class GL 450 SUV,Mercedes-Benz,GL-Class,2015.0,40942.0,42415.0,Lunar Blue Metallic,ALMOND BEIGE,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1990
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,Silver,26130.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,40234.0,74,Palladium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB5FU007551,162,2015 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2015.0,26130.0,40234.0,Palladium Silver,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2016
2015 Mercedes-Benz  ML 350,2015,Mercedes-Benz,White,33737.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,30549.0,74,Polar White,Black,7-SPEED A/T,All Wheel Drive,4JGDA5HB3FA529524,167,2015 Mercedes-Benz M-Class ML 350 SUV,Mercedes-Benz,M-Class,2015.0,33737.0,30549.0,Polar White,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2019
2015 Mercedes-Benz  GLK 350,2015,Mercedes-Benz,White,26997.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,32677.0,74,Polar White,Sahara Beige/Mocha,7-SPEED A/T,All Wheel Drive,WDCGG8JB5FG353644,168,2015 Mercedes-Benz GLK GLK 350 SUV,Mercedes-Benz,GLK-Class,2015.0,26997.0,32677.0,Polar White,SAHARA BEIGE/MOCHA,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2027
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Black,37736.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,6422.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB6HU189571,169,2017 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2017.0,37736.0,6422.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2039
2013 Mercedes-Benz  SL 550,2013,Mercedes-Benz,Black,46944.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,30892.0,74,Black,Black,7-SPEED A/T,Rear Wheel Drive,WDDJK7DA9DF008861,170,2013 Mercedes-Benz SL-Class SL 550 Convertible,Mercedes-Benz,SL-Class,2013.0,46944.0,30892.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,Rear Wheel Drive,1967
2014 Mercedes-Benz  C 250,2014,Mercedes-Benz,White,16998.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,38024.0,76,Diamond White Metallic,Almond/Beige,7-SPEED A/T,Rear Wheel Drive,WDDGF4HBXEG229543,172,2014 Mercedes-Benz C-Class 4dr Sedan C 250 Sport RWD,Mercedes-Benz,C-Class,2014.0,16998.0,38024.0,Diamond White Metallic,Almond/Beige,Autosource Motors Inc.,888-784-8893,Automatic,Rear Wheel Drive,2055
2011 Mercedes-Benz  GL 450,2011,Mercedes-Benz,White,17850.0,4 Wheels of Fox Lake,(847) 629-4507,5.0,79.0,114574.0,77,White,Black,7-SPEED A/T,All Wheel Drive,4JGBF7BE6BA676048,176,2011 Mercedes-Benz GL-Class GL450 4MATIC,Mercedes-Benz,GL-Class,2011.0,17850.0,114574.0,,,4 Wheels of Fox Lake,877-841-5611,Automatic,All Wheel Drive,2056
2014 Mercedes-Benz  CLA 250 4MATIC,2014,Mercedes-Benz,Gray,21938.0,Frank Boucher Chevrolet Cadillac of Racine,(866) 672-8974,5.0,56.0,35005.0,79,Gray,Black,7-Speed Automatic with Auto-Shift,AWD,WDDSJ4GBXEN160150,177,Pre-Owned 2014 Mercedes-Benz CLA250 CLA 250 AWD,Mercedes-Benz,CLA-Class,2014.0,21938.0,35005.0,Gray,Black,Frank Boucher Kia,262-886-2886,Automated Manual,All Wheel Drive,2095
2013 Mercedes-Benz  E 350 4MATIC,2013,Mercedes-Benz,Silver,14995.0,German Auto House,(608) 467-4941,5.0,1.0,114796.0,2,Silver,White,7-Speed Automatic,AWD,WDDHF8JB0DA679788,200,2013 Mercedes-Benz E350 Sport AWD,Mercedes-Benz,E-Class,2013.0,14995.0,114796.0,Silver,Ash,German Auto House,,Automatic,All Wheel Drive,1740
2014 Mercedes-Benz  Sport,2014,Mercedes-Benz,Gray,19998.0,CarMax Madison,(608) 286-3923,4.3,3.0,24850.0,5,Gray,Black,7-Speed Automatic w/OD,RWD,WDDGF4HB0ER314346,201,2014 Mercedes-Benz C250 Sport,Mercedes-Benz,C-Class,2014.0,19998.0,25000.0,Gray,Black,Carmax Madison,608-286-3969,Automatic,Rear Wheel Drive,1773
2013 Mercedes-Benz  GL 450 4MATIC,2013,Mercedes-Benz,Black,30495.0,Fields Jaguar Land Rover Volvo Cars Madison,(608) 216-2301,4.3,21.0,64995.0,5,Black,Black,7-Speed Automatic,AWD,4JGDF7CEXDA193222,202,2013 Mercedes-Benz GL-Class GL 450 4matic,Mercedes-Benz,GL-Class,2013.0,30495.0,64995.0,,,Fields Jaguar Land Rover Volvo Madison,866-700-7434,Automatic,All Wheel Drive,1764
2013 Mercedes-Benz  GL 450 4MATIC,2013,Mercedes-Benz,Blue,27995.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,93653.0,6,Lunar Blue Metallic,,7-Speed Automatic,AWD,4JGDF7CE9DA148238,203,2013 Mercedes-Benz GL-Class GL 450,Mercedes-Benz,GL-Class,2013.0,27995.0,93653.0,Lunar Blue Metallic,,Schoepp Motors West,,Automatic,All Wheel Drive,1757
2012 Mercedes-Benz,2012,Mercedes-Benz,White,18995.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,52369.0,6,White,,7-Speed Automatic,RWD,WDDGF4HB9CR217367,204,2012 Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2012.0,18995.0,52369.0,WHITE,,Schoepp Motors West,,Automatic,Rear Wheel Drive,1755
2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,Red,28900.0,Zimbrick Nissan,(608) 338-0718,4.6,111.0,22057.0,7,Mars Red,Silk Beige/Espresso Brown,7-SPEED A/T,All Wheel Drive,WDDKJ8JB8EF279034,205,2014 Mercedes-Benz E-Class 2dr Cpe E 350 4MATIC,Mercedes-Benz,E-Class,2014.0,28900.0,22057.0,Mars Red,Silk Beige/Espresso Brown,Zimbrick Inc,608-620-7188,Automatic,All Wheel Drive,1746
2010 Mercedes-Benz  GLK 350 4MATIC,2010,Mercedes-Benz,Blue,13899.0,Ewald Chrysler Dodge Jeep Ram of Oconomowoc,(262) 326-1871,4.5,89.0,105338.0,46,Blue,Black,7-Speed Automatic,AWD,WDCGG8HB5AF427083,206,2010 Mercedes-Benz GLK-Class 350 4MATIC SUV,Mercedes-Benz,GLK-Class,2010.0,13899.0,105338.0,Capri Blue,,Ewald Chrysler Jeep Dodge Ram,(888) 416-0105,Automatic,All Wheel Drive,1786
2009 Mercedes-Benz  C 300 Sport,2009,Mercedes-Benz,White,7250.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,132285.0,55,White,,7-Speed Automatic,AWD,WDDGF81X39R058965,208,2009 Mercedes-Benz C-Class Sedan,Mercedes-Benz,C-Class,2009.0,7250.0,132285.0,Arctic White,,"Napleton's Autowerks, Inc.",877-441-8782,Automatic,All Wheel Drive,1807
2016 Mercedes-Benz Sprinter 2500 Normal Roof,2016,Mercedes-Benz,White,32433.0,Lynch Chrysler Dodge Jeep RAM,(262) 684-4253,4.9,323.0,13341.0,56,Arctic White,Black,7-Speed Automatic,RWD,8BRPE7DD3GE123308,216,2016 Mercedes-Benz Sprinter 2500 Passenger 144 WB Minivan/Van,Mercedes-Benz,Sprinter,2016.0,32433.0,13341.0,Arctic White,BLACK,Lynch Chrysler Dodge Jeep Ram,866-708-6622,,,1812
2014 Mercedes-Benz  E 350 4MATIC,2014,Mercedes-Benz,Silver,26534.0,Lynch Chrysler Dodge Jeep RAM,(262) 684-4253,4.9,323.0,34483.0,56,Iridium Silver Metallic,Black,7-Speed Automatic,AWD,WDDHF8JB5EA922528,217,2014 Mercedes-Benz E-Class E 350 Sedan,Mercedes-Benz,E-Class,2014.0,26534.0,34483.0,Iridium Silver Metallic,BLACK,Lynch Chrysler Dodge Jeep Ram,866-708-6622,Automatic,All Wheel Drive,1813
2013 Mercedes-Benz  GL 450 4MATIC,2013,Mercedes-Benz,White,25683.0,Boucher Chevrolet of Waukesha,(866) 590-9089,4.5,55.0,90052.0,59,Arctic White,Black,7-Speed Automatic,AWD,4JGDF7CEXDA145963,218,Used 2013 Mercedes-Benz GL-Class GL 450 SUV,Mercedes-Benz,GL-Class,2013.0,25683.0,90052.0,Arctic White,Black W/leather Upholstery,Boucher Chevrolet,866-668-0615 866-590-9089,Automatic,All Wheel Drive,1851
2015 Mercedes-Benz  SLK 250,2015,Mercedes-Benz,White,33416.0,Mercedes-Benz of Elmbrook,(262) 510-0488,4.5,39.0,16858.0,61,Polar White,Two-Tone Brown / Black,7-Speed Automatic,RWD,WDDPK4HA6FF101486,223,2015 Mercedes-Benz SLK SLK 250,Mercedes-Benz,SLK-Class,2015.0,33416.0,16858.0,Polar White,Two-Tone Brown/Black,International Autos,414-543-3000,Manual,Rear Wheel Drive,1867
2014 Mercedes-Benz  E 550 4MATIC,2014,Mercedes-Benz,Black,34875.0,Mercedes-Benz of Elmbrook,(262) 510-0488,4.5,39.0,63265.0,61,Black,Chestnut Brown,7-Speed Automatic,AWD,WDDHF9BB5EA866711,224,2014 Mercedes-Benz E-Class E 550,Mercedes-Benz,E-Class,2014.0,34875.0,63265.0,Black,Chestnut Brown/Black,International Autos,414-543-3000,Automatic,All Wheel Drive,1866
2015 Mercedes-Benz  E 350 4MATIC,2015,Mercedes-Benz,Black,34396.0,Mercedes-Benz of Elmbrook,(262) 510-0488,4.5,39.0,16206.0,61,Black,Black,7-Speed Automatic,AWD,WDDHF8JB7FB130831,228,2015 Mercedes-Benz E-Class E 350,Mercedes-Benz,E-Class,2015.0,34396.0,16206.0,Black,Black,International Autos,414-543-3000,Automatic,All Wheel Drive,1871
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,Black,52515.0,International Porsche of Waukesha,(262) 395-7647,5.0,4.0,6820.0,61,Black,Brown,9-Speed Automatic,AWD,WDDZF4KB1HA041454,229,2017 Mercedes-Benz E-Class E 300,Mercedes-Benz,E-Class,2017.0,52515.0,6820.0,Black,Nut Brown / Black,International Autos,414-543-3000,Automatic,All Wheel Drive,1876
2011 Mercedes-Benz  ML 350 4MATIC,2011,Mercedes-Benz,Black,19995.0,Reina International,(262) 510-2733,4.0,6.0,59826.0,66,Black,Black,7-Speed Automatic,AWD,4JGBB8GB4BA692085,243,2011 Mercedes-Benz M-Class ML 350 4MATIC,Mercedes-Benz,M-Class,2011.0,19995.0,59826.0,Black,Black MB-Tex,Reina International,(262) 781-3336,Automatic,All Wheel Drive,1927
2008 Mercedes-Benz  E 350 4MATIC,2008,Mercedes-Benz,Black,11995.0,Reina International,(262) 510-2733,4.0,6.0,94051.0,66,Black,Black,5-Speed Automatic,AWD,WDBUF87X08B249821,244,2008 Mercedes-Benz E-Class E 350 4MATIC,Mercedes-Benz,E-Class,2008.0,11995.0,94051.0,Black,Black MB-Tex,Reina International,(262) 781-3336,Automatic,All Wheel Drive,1925
2014 Mercedes-Benz  GL450 4MATIC,2014,Mercedes-Benz,Black,32997.0,Lenz Truck Center,(920) 933-8265,4.8,1031.0,78590.0,67,Black,Gray,7-Speed Automatic w/OD,AWD,4JGDF7CE3EA306476,245,2014 Mercedes-Benz GL-Class 4MATIC 4dr GL 450: 4.6L-NAV-MOON-TV-DVD-BENCH-THIRD-REVERSE CAMERA-LEATHER-CD PLAYER-AWD,Mercedes-Benz,GL-Class,2014.0,,78590.0,Black,Gray,Lenz Sales & Service,920-922-8818,Automatic,All Wheel Drive,1933
2015 Mercedes-Benz  GLA 250,2015,Mercedes-Benz,White,26552.0,International Autos,(414) 455-4870,3.8,56.0,29777.0,68,Citrus White,Black,7-Speed Automatic with Auto-Shift,AWD,WDCTG4GB5FJ035136,246,2015 Mercedes-Benz GLA 250 4MATIC SUV,Mercedes-Benz,GLA-Class,2015.0,26552.0,29777.0,Cirrus White,Black,International Alfa Romeo,,Automated Manual,All Wheel Drive,1894
2014 Mercedes-Benz  CLA 250,2014,Mercedes-Benz,Black,19892.0,International Autos,(414) 939-8502,3.8,56.0,52267.0,68,Midnight Black,Black,7-Speed Automatic with Auto-Shift,FWD,WDDSJ4EB3EN150546,247,2014 Mercedes-Benz CLA 250 Coupe,Mercedes-Benz,CLA-Class,2014.0,19892.0,52267.0,Night Black,Black,International Alfa Romeo,,Automated Manual,Front Wheel Drive,1903
2014 Mercedes-Benz  E 350 4MATIC,2014,Mercedes-Benz,Black,26883.0,International Autos,(414) 939-8502,3.8,56.0,46989.0,68,Black,Silk Beige / Espresso Brown,7-Speed Automatic,AWD,WDDHF8JB9EB042149,251,2014 Mercedes-Benz E-Class E 350 4MATIC Sedan,Mercedes-Benz,E-Class,2014.0,26883.0,46989.0,Black,Silk Beige/Espresso Brown,International Alfa Romeo,,Automatic,All Wheel Drive,1899
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,White,48443.0,International Autos,(414) 939-8502,3.8,56.0,5013.0,68,White,Macchiato,9-Speed Automatic,AWD,WDDZF4KB3HA188102,252,2017 Mercedes-Benz E-Class E 300 4MATIC Sedan,Mercedes-Benz,E-Class,2017.0,48443.0,5013.0,White,Macchiato Beige/Espresso,International Alfa Romeo,,Automatic,All Wheel Drive,1900
2015 Mercedes-Benz  GLA 250,2015,Mercedes-Benz,Blue,25492.0,International Autos,(414) 455-4870,3.8,56.0,28121.0,68,Blue Metallic,Beige,7-Speed Automatic with Auto-Shift,AWD,WDCTG4GB6FJ083356,253,2015 Mercedes-Benz GLA 250 4MATIC SUV,Mercedes-Benz,GLA-Class,2015.0,25492.0,28121.0,South Seas Blue Metallic,Beige,International Alfa Romeo,,Automated Manual,All Wheel Drive,1895
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,Silver,52992.0,International Autos,(414) 939-8502,3.8,56.0,7229.0,68,Iridium Silver Metallic,Black,9-Speed Automatic,AWD,WDDZF4KB6HA202901,254,2017 Mercedes-Benz E-Class E 300 4MATIC Sedan,Mercedes-Benz,E-Class,2017.0,52992.0,7229.0,Iridium Silver Metallic,Black,International Alfa Romeo,,Automatic,All Wheel Drive,1901
2013 Mercedes-Benz  ML 350 4MATIC,2013,Mercedes-Benz,Brown,20995.0,Diamond Jim's Motorcars,(414) 326-9166,4.0,68.0,98834.0,73,Dakota Brown Metallic,Tan,7-Speed Automatic,AWD,4JGDA5HB8DA119833,255,2013 Mercedes-Benz M-Class ML 350 4MATIC SUV,Mercedes-Benz,M-Class,2013.0,20995.0,98834.0,Dakota Brown,TAN,Diamond Jim's Motorcars,888-261-9579,Automatic,All Wheel Drive,2043
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,Silver,26870.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,24981.0,74,Palladium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB8FU047719,257,2015 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2015.0,26870.0,24981.0,Palladium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2013
2014 Mercedes-Benz  C 300,2014,Mercedes-Benz,Gray,20978.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,34425.0,74,Steel Gray Metallic,,7-SPEED A/T,All Wheel Drive,WDDGF8AB7EA892668,263,2014 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2014.0,20978.0,34425.0,Steel Gray Metallic,,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,2009
2015 Mercedes-Benz  CLS 63 AMG S-Model,2015,Mercedes-Benz,White,62940.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,52391.0,74,Designo Diamond White Metallic,Black,7-SPEED A/T,All Wheel Drive,WDDLJ7GB6FA133638,264,2015 Mercedes-Benz CLS-Class CLS 63 S AMG Sedan,Mercedes-Benz,CLS-Class,2015.0,62940.0,52391.0,Diamond White,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1986
2015 Mercedes-Benz  CLS 550,2015,Mercedes-Benz,Silver,45986.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,45759.0,74,Iridium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,WDDLJ9BB5FA154340,265,2015 Mercedes-Benz CLS-Class CLS 550 Sedan,Mercedes-Benz,CLS-Class,2015.0,45986.0,45759.0,Iridium Silver,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1988
2015 Mercedes-Benz  CLA 45 AMG,2015,Mercedes-Benz,Black,38455.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,36189.0,74,Night Black,Black,7-SPEED A/T,All Wheel Drive,WDDSJ5CBXFN232123,266,2015 Mercedes-Benz CLA-Class CLA 45 AMG Sedan,Mercedes-Benz,CLA-Class,2015.0,38455.0,36189.0,Night Black,BLACK,Umansky Motor Cars,877-650-2166,Automated Manual,All Wheel Drive,1989
2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,Black,24730.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,49975.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,WDDHF8JB2EA900101,270,2014 Mercedes-Benz E-Class E 350 Sedan,Mercedes-Benz,E-Class,2014.0,24730.0,49975.0,Black,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1997
2015 Mercedes-Benz  E 400,2015,Mercedes-Benz,White,41690.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,18936.0,74,Designo Diamond White,Espresso Brown/Silk Beige,7-SPEED A/T,Rear Wheel Drive,WDDKK6FF4FF297271,272,2015 Mercedes-Benz E-Class E 400 Convertible,Mercedes-Benz,E-Class,2015.0,41690.0,18936.0,Diamond White,ESPRESSO BROWN/SILK BEIGE,Umansky Motor Cars,877-650-2166,Automatic,Rear Wheel Drive,1991
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,Silver,54225.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,7298.0,74,Iridium Silver Metallic,Black,9-SPEED A/T,All Wheel Drive,WDDZF4KB0HA035600,275,2017 Mercedes-Benz E-Class E 300 Sedan,Mercedes-Benz,E-Class,2017.0,54225.0,7298.0,Iridium Silver Metallic,BLACK,Umansky Motor Cars,877-650-2166,Automatic,All Wheel Drive,1978
2012 Mercedes-Benz  C 250,2012,Mercedes-Benz,Black,13588.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,60014.0,76,Black,Black,7-SPEED A/T,Rear Wheel Drive,WDDGF4HB9CA630839,294,2012 Mercedes-Benz C-Class 4dr Sedan C 250 Sport RWD,Mercedes-Benz,C-Class,2012.0,13588.0,60014.0,Black,Black,Autosource Motors Inc.,888-784-8893,Automatic,Rear Wheel Drive,2054
2013 Mercedes-Benz  GLK 350,2013,Mercedes-Benz,White,18588.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,72291.0,76,Polar White,Black,7-SPEED A/T,All Wheel Drive,WDCGG8JB4DG098515,296,2013 Mercedes-Benz GLK 4MATIC 4dr GLK 350 SUV,Mercedes-Benz,GLK-Class,2013.0,18588.0,72291.0,Polar White,Black,Autosource Motors Inc.,888-784-8893,Automatic,All Wheel Drive,2052
2011 Mercedes-Benz  C 300,2011,Mercedes-Benz,Other,12890.0,Gary Lang Automotive Group,(815) 308-2308,4.7,1250.0,83794.0,76,,,7-Speed Automatic,AWD,WDDGF8BBXBR148378,297,2011 Mercedes-Benz C-Class C 300 Sedan,Mercedes-Benz,C-Class,2011.0,12890.0,83794.0,,,Gary Lang Auto Group,877-289-1712 866-415-5651,Automatic,All Wheel Drive,2046
2007 Mercedes-Benz  3.0L,2007,Mercedes-Benz,Silver,13995.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,78033.0,76,Iridium Silver Metallic,Black,6-SPEED M/T,Rear Wheel Drive,WDBWK54F17F157235,298,2007 Mercedes-Benz SLK SLK280 2dr Roadster 3.0L Convertible,Mercedes-Benz,SLK-Class,2007.0,13995.0,78033.0,Iridium Silver Metallic,Black,Autosource Motors Inc.,888-784-8893,Manual,Rear Wheel Drive,2051
2009 Mercedes-Benz  S 550 4MATIC,2009,Mercedes-Benz,Black,25995.0,German Auto House,(608) 467-4941,5.0,1.0,40375.0,2,Black,Black,7-Speed Automatic,AWD,WDDNG86X49A258457,300,2009 Mercedes-Benz S550 4MATIC Only 40k Miles,Mercedes-Benz,S-Class,2009.0,25995.0,25995.0,Black,Black,German Auto House,,Automatic,All Wheel Drive,1741
2014 Mercedes-Benz  ML 350,2014,Mercedes-Benz,Gray,28998.0,CarMax Madison,(608) 286-3923,4.3,3.0,37253.0,5,Gray,Black,7-Speed Automatic w/OD,AWD,4JGDA5HB3EA417238,301,2014 Mercedes-Benz ML350,Mercedes-Benz,M-Class,2014.0,28998.0,38000.0,Gray,Black,Carmax Madison,608-286-3969,Automatic,All Wheel Drive,1768
2007 Mercedes-Benz  6.0L V12 AMG,2007,Mercedes-Benz,Black,31900.0,Midwest Highline,(815) 516-8789,,,61250.0,61,Black,Black,5-SPEED A/T,Rear Wheel Drive,WDDNG79X37A083234,305,,Mercedes-Benz,S-Class,2007.0,31900.0,61250.0,Black,Black,Midwest Highline,,Automatic,Rear Wheel Drive,1914
2018 Mercedes-Benz  E 400 4MATIC,2018,Mercedes-Benz,Silver,63997.0,Mercedes-Benz of Elmbrook,(262) 510-2426,4.5,39.0,3231.0,61,Iridium Silver Metallic,Black,9-Speed Automatic,AWD,WDD1J6GB1JF017499,308,2018 Mercedes-Benz E-Class E 400,Mercedes-Benz,E-Class,2018.0,63910.0,3231.0,Iridium Silver Metallic,black,International Autos,414-543-3000,Automatic,,1883
2018 Mercedes-Benz GLC 300 Base 4MATIC,2018,Mercedes-Benz,Gray,44975.0,Mercedes-Benz of Elmbrook,(262) 510-2426,4.5,39.0,6673.0,61,Selenite Gray Metallic,Black,9-Speed Automatic,AWD,WDC0G4KB9JV033093,311,2018 Mercedes-Benz GLC GLC 300,Mercedes-Benz,GLC-Class,2018.0,44975.0,6673.0,Selenite Gray Metallic,Black,International Autos,414-543-3000,Automatic,,1882
2010 Mercedes-Benz  S 550,2010,Mercedes-Benz,Gray,29900.0,Midwest Highline,(815) 516-8789,,,61435.0,61,Gray,Black,7-SPEED A/T,All Wheel Drive,WDDNG8GB2AA311132,313,,Mercedes-Benz,S-Class,2010.0,28900.0,61435.0,Gray,Black,Midwest Highline,,Automatic,All Wheel Drive,1915
2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,White,55155.0,Mercedes-Benz of Elmbrook,(262) 510-2426,4.5,39.0,4472.0,61,Polar White,Macchiato,9-Speed Automatic,AWD,WDDZF4KB3JA299058,315,2018 Mercedes-Benz E-Class E 300,Mercedes-Benz,E-Class,2018.0,55155.0,4472.0,Polar White,Macchiato Beige / Black,International Autos,414-543-3000,Automatic,,1884
2003 Mercedes-Benz  2dr Roadster 5.0L,2003,Mercedes-Benz,Silver,16900.0,Midwest Highline,(815) 516-8789,,,54079.0,61,Silver,Black,5-SPEED A/T,Rear Wheel Drive,WDBSK75F43F048299,316,,Mercedes-Benz,SL-Class,2003.0,16900.0,54079.0,Silver,Black,Midwest Highline,,Automatic,Rear Wheel Drive,1913
2014 Mercedes-Benz  E 350 4MATIC,2014,Mercedes-Benz,White,27745.0,Russ Darrow Nissan of West Bend,(888) 457-9504,4.8,55.0,40864.0,64,Polar White,Black,7-Speed Automatic,AWD,WDDHF8JB6EB004720,321,Used 2014 Mercedes-Benz E-Class E 350,Mercedes-Benz,E-Class,2014.0,27745.0,40864.0,,,Russ Darrow Nissan Of West Bend,262-334-3333,Automatic,All Wheel Drive,1931
2011 Mercedes-Benz  GL 450 4MATIC,2011,Mercedes-Benz,Black,21995.0,Reina International,(262) 510-2733,4.0,6.0,97223.0,66,Black,Black,7-Speed Automatic,AWD,4JGBF7BE9BA749364,323,2011 Mercedes-Benz GL-Class GL 450 4MATIC,Mercedes-Benz,GL-Class,2011.0,21995.0,97223.0,Black,Black MB-Tex,Reina International,(262) 781-3336,Automatic,All Wheel Drive,1928
2000 Mercedes-Benz  S430,2000,Mercedes-Benz,Silver,5423.0,Russ Darrow Kia of Wauwatosa,(414) 269-8713,4.8,471.0,89016.0,68,Silver,Ash,5-Speed Automatic,RWD,WDBNG70J4YA109438,324,Used 2000 Mercedes-Benz S-Class S 430 Base,Mercedes-Benz,S-Class,2000.0,5423.0,89016.0,Silver,Ash,Russ Darrow Kia,888-356-1417,Automatic,Rear Wheel Drive,1766
2014 Mercedes-Benz  CLA250 4MATIC,2014,Mercedes-Benz,Red,18250.0,Racine Toyota,(855) 349-2538,4.7,394.0,57661.0,76,Patagonia Red,Black,7-Speed Auto-Shift Manual w/OD,AWD,WDDSJ4GB1EN124640,347,Used 2014 Mercedes-Benz CLA-Class CLA 250,Mercedes-Benz,CLA-Class,2014.0,18250.0,57661.0,Patagonia Red,Black,Brodhead Chevrolet Buick,608-897-2166,Automated Manual,All Wheel Drive,1780
2001 Mercedes-Benz  C320,2001,Mercedes-Benz,Black,5499.0,Car King,(414) 255-0262,3.2,39.0,93582.0,68,Black,Gray,5-SPEED A/T,Rear Wheel Drive,WDBRF64J91F077202,357,2001 Mercedes-Benz C-Class C320,Mercedes-Benz,C-Class,2001.0,5499.0,93582.0,,,Car King,,Automatic,Rear Wheel Drive,1941
2018 Mercedes-Benz GLS 450 Base 4MATIC,2018,Mercedes-Benz,Gray,74053.0,Mercedes-Benz of Elmbrook,(262) 510-2426,4.5,39.0,5143.0,61,Selenite Gray,Black,9-Speed Automatic,AWD,4JGDF6EE9JB021227,362,2018 Mercedes-Benz GLS GLS 450,Mercedes-Benz,GLS-Class,2018.0,74053.0,5143.0,Selenite Gray Metallic,Black,International Autos,414-543-3000,Automatic,,1881
2006 Mercedes-Benz  E 350 4MATIC,2006,Mercedes-Benz,Gray,8950.0,Kunes Country Chevrolet Cadillac of Delavan,(262) 586-4283,4.7,720.0,173702.0,49,Gray,,5-Speed Automatic,AWD,WDBUF87J86X188732,374,2006 Mercedes-Benz E 350 4MATIC,Mercedes-Benz,E-Class,2006.0,8950.0,173702.0,Gray,,Kunes Country Ford Lincoln,888-446-6028 888-439-7059,Automatic,All Wheel Drive,1788
