_id,ltable_vin,rtable_vin,ltable_name,ltable_year,ltable_maker,ltable_price,ltable_seller_phone,ltable_seller_name,ltable_miles,ltable_exterior_color,ltable_interior_color,rtable_name,rtable_year,rtable_maker,rtable_price,rtable_seller_phone,rtable_seller_name,rtable_miles,rtable_exterior_color,rtable_interior_color,label
47027,WBA5A7C57FD623259,WBA3B9G51FNR93417,2015 BMW 528 i xDrive,2015,BMW,,(815) 261-4475,BMW and Mazda of Crystal Lake,22699.0,Gray,,2015 BMW 3 Series 4dr Sdn 335i xDrive AWD,2015.0,BMW,35990.0,608-620-7188,Zimbrick Inc,23320.0,Black Sapphire Metallic,Black Dakota Leather,0
47063,2T2BK1BA9AC002508,2T2BK1BA9AC002508,2010 Lexus RX 350 Base,2010,Lexus,13935.0,(866) 984-3183,Glacier Valley Ford,118787.0,Cerulean Blue Metallic,Black,2010 LEXUS RX 350 SUV 6-Cylinder DOHC VVT-i 24V,2010.0,Lexus,13935.0,(888) 921-2221,Glacier Valley Ford Inc.,118787.0,Cerulean Blue Metallic,BLACK,1
47296,55SWF4KB7HU215112,55SWF4KBXHU220160,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,4878.0,Black,Black,2017 Mercedes-Benz C-Class C 300 Sedan,2017.0,Mercedes-Benz,39240.0,877-650-2166,Umansky Motor Cars,4247.0,White,SILK BEIGE/BLACK,0
47339,2T2BK1BA0FC271438,2T2BK1BA0FC271438,2015 Lexus RX 350 Base,2015,Lexus,29800.0,(608) 338-1462,Zimbrick Hyundai Eastside,40224.0,Claret Mica,Saddle Tan,2015 Lexus RX 350 AWD 4dr,2015.0,Lexus,29800.0,608-620-7188,Zimbrick Inc,40224.0,Claret Mica,Saddle Tan,1
47489,WBA3B3C51DF541459,WBAFU7C53DDU69318,2013 BMW 328 i xDrive,2013,BMW,17995.0,(815) 261-4602,AUTO VILLA,61405.0,Black,Black,2013 BMW 535i xDrive 535i Xdrive Sedan,2013.0,BMW,19860.0,847-265-1122,Zeigler Nissan Gurnee,60093.0,Black Sapphire Metallic,OYSTER/BLACK,0
47506,WDDZF4KBXHA036317,55SWF6EB4HU187180,2017 Mercedes-Benz  E 300 4MATIC,2017,Mercedes-Benz,46230.0,(877) 682-3020,VROOM (Milwaukee),9909.0,Silver,Black,2017 Mercedes-Benz C-Class C 43 AMG 4MATIC,2017.0,Mercedes-Benz,46000.0,888-570-6761 888-570-6837,Motorwerks of Barrington,8232.0,Obsidian Black Metallic,Black,0
47656,WBA3B3G58ENR81535,WBA3B5G56ENS11376,2014 BMW 328 i xDrive,2014,BMW,23195.0,(414) 930-1684,International Autos,43018.0,Melbourne Red Metallic,Black,2014 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV,2014.0,BMW,24990.0,888-237-4721 877-654-8272,Zimbrick BMW,41926.0,Black Sapphire Metallic,Black/Red,0
47663,WBAVM5C50EVV93364,WBA3B5G56ENS11376,2014 BMW X1 xDrive 35i,2014,BMW,24995.0,(608) 807-5348,Schoepp Motors - Northeast,40279.0,White,,2014 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV,2014.0,BMW,24990.0,888-237-4721 877-654-8272,Zimbrick BMW,41926.0,Black Sapphire Metallic,Black/Red,0
47934,WAUENCF59JA021532,WA1BNAFY6J2045375,2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,45867.0,(414) 375-2104,Audi North Shore,5959.0,Moonlight Blue Metallic,Nougat Brown / Black,2018 Audi Q5 2.0T Premium Plus SUV,2018.0,Audi,46350.0,414-543-3000,INTERNATIONAL AUTOS GROUP,5558.0,Manhattan Gray Metallic,Black,0
48146,JTHBW1GG9D2021499,JTHBW1GG9D2021499,2013 Lexus ES 300h Base,2013,Lexus,21299.0,(866) 508-6541,Boucher Hyundai,57701.0,Obsidian Black,Parchment,Used 2013 Lexus ES 300h Hybrid,2013.0,Lexus,21299.0,888-383-3649 866-508-6541,Boucher Hyundai,57701.0,Obsidian,Parchment,1
48175,WDDJK7DA4GF038855,WDDJK7DA4GF038855,2016 Mercedes-Benz  SL 550,2016,Mercedes-Benz,75838.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,14394.0,Designo Diamond White,Black,2016 Mercedes-Benz SL-Class SL 550 Convertible,2016.0,Mercedes-Benz,75838.0,877-650-2166,Umansky Motor Cars,14394.0,Diamond White,BLACK,1
48215,5UXWX9C52E0D41359,5UXWX9C52E0D41359,2014 BMW X3 xDrive28i,2014,BMW,18491.0,(608) 338-1543,Kayser Chrysler Center,79862.0,Black,Black,2014 BMW X3 xDrive28i Xdrive28i SAV,2014.0,BMW,18491.0,866-752-3695,Kayser Nissan,79862.0,Black,BLACK,1
48503,WA1LMAFE4FD021827,WA1LGAFEXFD012587,2015 Audi Q7 3.0L TDI Premium Plus,2015,Audi,33423.0,(608) 554-2800,Rock County Honda,44315.0,Blue,,2015 Audi Q7 3.0T Premium SUV,2015.0,Audi,34950.0,414-543-3000,INTERNATIONAL AUTOS GROUP,44968.0,Carrara White,Cardamom,0
48548,WAUCGAFH4FN005982,WA1LGAFEXFD012587,2015 Audi S5 Premium Plus,2015,Audi,35980.0,(877) 682-3020,VROOM (Milwaukee),43749.0,Blue,Black,2015 Audi Q7 3.0T Premium SUV,2015.0,Audi,34950.0,414-543-3000,INTERNATIONAL AUTOS GROUP,44968.0,Carrara White,Cardamom,0
48976,WBAVL1C59FVY34772,WBAVL1C59FVY27370,2015 BMW X1 xDrive 28i,2015,BMW,22989.0,(815) 580-3156,Lou Bachrodt Automall,42038.0,Silver,Beige,Used 2015 BMW X1 xDrive28i,2015.0,BMW,23250.0,,MAZDA OF CRYSTAL LAKE,42875.0,Black,,0
49580,JTJHY7AX9D4122979,JTJHY7AX9D4122979,2013 Lexus LX 570 Base,2013,Lexus,36956.0,(262) 299-4737,Russ Darrow West Bend Chrysler Jeep Dodge RAM,92310.0,Gray,Black,Used 2013 Lexus LX 570,2013.0,Lexus,36956.0,888-356-1417,Russ Darrow Kia,92310.0,Gray,Black,1
49670,4JGDF7DE5JB003282,4JGDF7DE5JB003282,2018 Mercedes-Benz GLS 550 Base 4MATIC,2018,Mercedes-Benz,91882.0,(414) 939-8502,International Autos,5421.0,Black,Black,2018 Mercedes-Benz GLS 550 4MATIC SUV,2018.0,Mercedes-Benz,91882.0,,International Alfa Romeo,5421.0,Black,Black,1
49758,JTHCL5EF8B5010679,JTHCL5EF8B5010679,2011 Lexus LS 460 Base,2011,Lexus,15495.0,(608) 216-2301,Fields Jaguar Land Rover Volvo Cars Madison,151494.0,Deep Sea Mica,Alabaster,2011 LEXUS LS 460 Base,2011.0,Lexus,15495.0,866-700-7434,Fields Jaguar Land Rover Volvo Madison,151494.0,Deep Sea Mica,Alabaster,1
49787,WBA3B3C56FF546014,WBA5A7C57FD623259,2015 BMW 328 i xDrive,2015,BMW,25958.0,(866) 932-0704,BMW of Milwaukee North,23349.0,Mineral Gray Metallic,Black,Used 2015 BMW 5 Series 528i xDrive,2015.0,BMW,,,MAZDA OF CRYSTAL LAKE,22697.0,Gray,,0
49812,WBA3B3G51FNR86268,WBA5A7C57FD623259,2015 BMW 328 i xDrive,2015,BMW,25500.0,(815) 261-4475,BMW and Mazda of Crystal Lake,23245.0,Alpine White,,Used 2015 BMW 5 Series 528i xDrive,2015.0,BMW,,,MAZDA OF CRYSTAL LAKE,22697.0,Gray,,0
49826,WBA3B9G51FNR93417,WBA5A7C57FD623259,2015 BMW 335 i xDrive,2015,BMW,35990.0,(888) 570-3759,Zimbrick BMW,23320.0,Black Sapphire Metallic,Black Dakota Leather,Used 2015 BMW 5 Series 528i xDrive,2015.0,BMW,,,MAZDA OF CRYSTAL LAKE,22697.0,Gray,,0
49860,WDDZF4KB8HA206416,WDDZF4KB0HA128696,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57065.0,(262) 510-0488,Mercedes-Benz of Elmbrook,4310.0,Black,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55876.0,877-650-2166,Umansky Motor Cars,5287.0,Polar White,BEIGE,0
49864,WDDZF4KB1HA181326,WDDZF4KB0HA128696,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55695.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,5656.0,Iridium Silver Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55876.0,877-650-2166,Umansky Motor Cars,5287.0,Polar White,BEIGE,0
49865,WDDZF4KB0HA206992,WDDZF4KB0HA128696,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57781.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,4387.0,Obsidian Black Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55876.0,877-650-2166,Umansky Motor Cars,5287.0,Polar White,BEIGE,0
49867,WDDZF4KB9HA023218,WDDZF4KB0HA128696,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,56499.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4499.0,Black,Macchiato Beige,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55876.0,877-650-2166,Umansky Motor Cars,5287.0,Polar White,BEIGE,0
49869,WDDZF4KB7HA213910,WDDZF4KB0HA128696,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55443.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4383.0,Black,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55876.0,877-650-2166,Umansky Motor Cars,5287.0,Polar White,BEIGE,0
49870,WDDZF4KBXHA203839,WDDZF4KB0HA128696,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55085.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4320.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55876.0,877-650-2166,Umansky Motor Cars,5287.0,Polar White,BEIGE,0
49887,55SWF4KB7HU215112,WDDZF4KB0HA128696,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,4878.0,Black,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55876.0,877-650-2166,Umansky Motor Cars,5287.0,Polar White,BEIGE,0
50562,WDDZF4KB2HA206038,WDDZF4KB2HA206038,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,50775.0,(262) 395-7647,International Porsche of Waukesha,4501.0,Polar White,Black,2017 Mercedes-Benz E-Class E 300,2017.0,Mercedes-Benz,50775.0,414-543-3000,International Autos,4501.0,Polar White,Black,1
50591,WDDZF4KB0HA186131,WDDZF4KB2HA206038,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,52559.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,5916.0,Polar White,Black,2017 Mercedes-Benz E-Class E 300,2017.0,Mercedes-Benz,50775.0,414-543-3000,International Autos,4501.0,Polar White,Black,0
50637,WDDHF8JB6EB004720,WDDHF8JB6EB004720,2014 Mercedes-Benz  E 350 4MATIC,2014,Mercedes-Benz,27745.0,(888) 457-9504,Russ Darrow Nissan of West Bend,40864.0,Polar White,Black,Used 2014 Mercedes-Benz E-Class E 350,2014.0,Mercedes-Benz,27745.0,262-334-3333,Russ Darrow Nissan Of West Bend,40864.0,,,1
50684,WDDZF4KB2HA206038,WDDZF4KB4HA104109,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,50775.0,(262) 395-7647,International Porsche of Waukesha,4501.0,Polar White,Black,2017 Mercedes-Benz E-Class E 300,2017.0,Mercedes-Benz,50521.0,414-543-3000,International Autos,5626.0,Iridium Silver Metallic,Black,0
50738,4JGDF6EE1HA834352,4JGDF6EE1HA834352,2017 Mercedes-Benz GLS 450 Base 4MATIC,2017,Mercedes-Benz,71779.0,(262) 395-7647,International Porsche of Waukesha,5.0,Polar White,Ginger,2017 Mercedes-Benz GLS GLS 450,2017.0,Mercedes-Benz,71779.0,414-543-3000,International Autos,0.0,designo Diamond White Metallic,Ginger Beige/Espresso Brown,1
50790,WAUFFAFL4FN004979,WAUBFAFL8FN023467,2015 Audi A4 2.0T Premium Plus quattro,2015,Audi,22759.0,(262) 299-4737,Russ Darrow West Bend Chrysler Jeep Dodge RAM,41716.0,White,Gray / Black,2015 Audi A4 4dr Sdn Auto quattro 2.0T Premium Car,2015.0,Audi,22500.0,(608) 258-4000,Zimbrick Audi,40969.0,Brilliant Black,BLACK,0
50958,WAUDFAFL5FN032717,WAUBFAFL8FN023467,2015 Audi A4 2.0T Premium quattro,2015,Audi,,(888) 450-4176,Hall Volkswagen Mazda,39583.0,Tornado Gray,,2015 Audi A4 4dr Sdn Auto quattro 2.0T Premium Car,2015.0,Audi,22500.0,(608) 258-4000,Zimbrick Audi,40969.0,Brilliant Black,BLACK,0
51126,WAUGFAFC8EN074889,WAUGFAFC8EN074889,2014 Audi A6 2.0T Premium Plus quattro,2014,Audi,23686.0,(815) 572-4289,Reichert Chevrolet Buick,47619.0,Quartz Gray Metallic,Black,Used 2014 Audi A6 4dr Sdn quattro 2.0T Premium Plus,2014.0,Audi,23686.0,(815) 321-4542,Reichert Chevrolet Buick of Woodstock,47619.0,Quartz Gray Metallic,Black,1
51515,WA1L2AFP2HA059729,WA1L2AFP2HA059729,2017 Audi Q5 Premium Plus,2017,Audi,38998.0,(262) 207-2339,CarMax Waukesha,6836.0,Silver,Brown,2017 Audi Q5 Premium Plus,2017.0,Audi,38998.0,262-207-6249,Carmax Waukesha,7000.0,Silver,Brown,1
51675,WBXHT3C32H5F85881,WBXHT3C32H5F85881,2017 BMW X1 xDrive 28i,2017,BMW,37776.0,(877) 591-3075,BMW of Milwaukee North,4814.0,Mineral Gray Metallic,Black,2017 BMW X1 xDrive28i SAV,2017.0,BMW,37776.0,888-258-1784 888-258-6303,Concours BMW,4786.0,Mineral Gray,BLACK,1
51884,2T2BK1BA3DC167037,2T2BK1BA3DC167037,2013 Lexus RX 350,2013,Lexus,22000.0,(262) 510-0474,Lexus of Brookfield,93306.0,Gray,Brown,2013 LEXUS RX 350,2013.0,Lexus,22000.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,93306.0,Gray,BROWN,1
52399,WAUM2AFH5GN002237,WAUFMAFC8GN010534,2016 Audi A5 2.0T Premium Plus quattro,2016,Audi,37800.0,(608) 729-3822,Schoepp Motors West,9508.0,Red,,2016 Audi A6 4dr Sedan quattro 3.0L TDI Premium Plus,2016.0,Audi,36998.0,888-784-8893,Autosource Motors Inc.,10597.0,Tornado Gray Metallic,Black,0
52935,WBAFU7C52DDU72999,WBAFU7C52DDU72999,2013 BMW 535 i xDrive,2013,BMW,18863.0,(608) 729-3823,Metro Ford of Madison,81387.0,Blue,,2013 BMW 535i Xdrive Sedan 6 cyls,2013.0,BMW,18863.0,(888) 750-5842,Metro Ford,81387.0,Blue,,1
53001,2T2BK1BAXFC330835,JTHSE5BC0F5000895,2015 Lexus RX 350,2015,Lexus,32884.0,(563) 239-2190,Richardson Motors,28106.0,Gray,,2015 LEXUS RC 350 350 Coupe,2015.0,Lexus,31300.0,847-265-1122,Zeigler Nissan Gurnee,26660.0,Atomic Silver,BLACK,0
53253,WA1LFAFP3FA108602,WAUFFAFLXFN037355,2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,,(414) 375-2115,Audi North Shore,24370.0,Brilliant Black,Black,2015 Audi A4 2.0T Premium Plus Sedan,2015.0,Audi,27350.0,414-543-3000,INTERNATIONAL AUTOS GROUP,22547.0,Tornado Gray Metallic,Black,0
53833,JTJJM7FX0D5057083,JTJJM7FX0D5057083,2013 Lexus GX 460 Premium,2013,Lexus,26000.0,(414) 973-2600,Lexus of Milwaukee,105055.0,Black Onyx,Ecru,2013 LEXUS GX,2013.0,Lexus,26000.0,(414) 386-1368,Lexus of Milwaukee,105055.0,Black Onyx,ECRU,1
53973,JTHCE1BL9FA001970,JTHCE1BL9FA001970,2015 Lexus GS 350 350,2015,Lexus,31000.0,(414) 973-2600,Lexus of Milwaukee,63550.0,Atomic Silver,Black,2015 LEXUS GS,2015.0,Lexus,,414-386-1368,Lexus of Milwaukee,63550.0,Silver,,1
54182,55SWF4KB7HU215966,55SWF4KB7HU215966,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,33989.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,10130.0,Designo Cardinal Red Metallic,Silk Beige/Black,2017 Mercedes-Benz C-Class C 300 Sedan,2017.0,Mercedes-Benz,33989.0,877-650-2166,Umansky Motor Cars,10130.0,Designo Cardinal Red Metallic,SILK BEIGE/BLACK,1
54207,WBA3B5C56EP543909,WBA3B5C56EP543909,2014 BMW 328 i xDrive,2014,BMW,17999.0,(414) 375-4241,Griffin Chevrolet,56158.0,Orion Silver Metallic,Black,Used 2014 BMW 328i xDrive Sedan,2014.0,BMW,17999.0,(414) 434-5000,Griffin Chevrolet,56158.0,Orion Silver Metallic,Black,1
54577,WAUBGAFL8EA114919,WAUBGAFL8EA114919,2014 Audi S4 3.0T Premium Plus,2014,Audi,31994.0,(877) 238-6254,Amato Ford,53076.0,Monsoon Gray Metallic,Black,2014 Audi S4 3.0T Premium Plus Sedan V6 TFSI DOHC Supercharged,2014.0,Audi,31994.0,866-470-1717,John Amato Ford,53076.0,Monsoon gray metallic,BLACK,1
54704,JTJYARBZ6G2047092,JTJYARBZ6G2047092,2016 Lexus NX 200t 200T,2016,Lexus,31500.0,(414) 375-4932,Lexus of Milwaukee,20239.0,Silver Lining Metallic,Black,2016 LEXUS NX,2016.0,Lexus,31500.0,(414) 386-1368,Lexus of Milwaukee,20239.0,Silver Lining Metallic,BLACK,1
54849,WA1LFAFPXFA057390,WAUMFAFR9FA027967,2015 Audi Q5 2.0T Premium,2015,Audi,29491.0,(920) 933-8265,Lenz Truck Center,33906.0,Florett Silver Metallic,Black,2015 Audi A5 2.0T Premium Plus Coupe,2015.0,Audi,28458.0,414-543-3000,INTERNATIONAL AUTOS GROUP,32489.0,Monsoon Gray Metallic,Black,0
54919,WAUGFAFC9FN027405,WAUMFAFR9FA027967,2015 Audi A6 4dr Sdn quattro 2.0T Premium Plus,2015,Audi,28000.0,,Zimbrick European,31572.0,Brilliant Black,Black,2015 Audi A5 2.0T Premium Plus Coupe,2015.0,Audi,28458.0,414-543-3000,INTERNATIONAL AUTOS GROUP,32489.0,Monsoon Gray Metallic,Black,0
55188,WAUWFAFL0BA051184,WAUWFAFL0BA051184,2011 Audi A4 2.0T Premium  Plus,2011,Audi,16467.0,(414) 395-8880,Selig Auto Sales and Leasing,52078.0,White,Cardamom Beige,2011 Audi A4 2.0T Premium Plus Avant Quattro,2011.0,Audi,16467.0,877-208-7980,Selig Auto Sales and Leasing,52078.0,White,Leather,1
55446,4JGDF7CEXDA193222,4JGDF7CEXDA193222,2013 Mercedes-Benz  GL 450 4MATIC,2013,Mercedes-Benz,30495.0,(608) 216-2301,Fields Jaguar Land Rover Volvo Cars Madison,64995.0,Black,Black,2013 Mercedes-Benz GL-Class GL 450 4matic,2013.0,Mercedes-Benz,30495.0,866-700-7434,Fields Jaguar Land Rover Volvo Madison,64995.0,,,1
55711,WA1C2AFP9HA099371,WA1ECCFS9HR004749,2017 Audi Q5 2.0T Premium quattro,2017,Audi,33859.0,(920) 542-4359,Griffin Ford Lincoln Fort Atkinson,28062.0,Moonlight Blue Metallic,Titanium Gray / Steel Gray,2017 Audi Q3 Premium,2017.0,Audi,,877-437-4505,Wilde Chrysler Jeep Dodge Subaru,26242.0,Mythos Black Metallic,BLACK,0
55722,WA1ECCFS9HR004749,WA1ECCFS9HR004749,2017 Audi Q3 2.0T Premium,2017,Audi,28956.0,(262) 347-4170,Wilde Chrysler Jeep Dodge Ram & Subaru,26242.0,Mythos Black Metallic,Black,2017 Audi Q3 Premium,2017.0,Audi,,877-437-4505,Wilde Chrysler Jeep Dodge Subaru,26242.0,Mythos Black Metallic,BLACK,1
55800,WBAVL1C52FVY35889,WBAVL1C52FVY35889,2015 BMW X1 xDrive28i,2015,BMW,22887.0,(888) 570-3759,Zimbrick BMW,47493.0,Black,,2015 BMW X1 AWD 4dr xDrive28i,2015.0,BMW,22887.0,888-237-4721 877-654-8272,Zimbrick BMW,47493.0,Jet Black,Black,1
55884,4JGDA5HB8FA581425,4JGDA5HB8FA581425,2015 Mercedes-Benz  ML 350,2015,Mercedes-Benz,33472.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,43473.0,Black,Black,2015 Mercedes-Benz M-Class ML 350 SUV,2015.0,Mercedes-Benz,33472.0,877-650-2166,Umansky Motor Cars,43473.0,Black,BLACK,1
55946,JTJBM7FX0D5055449,JTJBM7FX0D5055449,2013 Lexus GX 460,2013,Lexus,29995.0,(262) 510-2733,Reina International,75330.0,Claret Mica,Sepia,2013 Lexus GX 460,2013.0,Lexus,29995.0,(262) 781-3336,Reina International,75330.0,Claret Mica,Sepia,1
56583,WA1CMAFP4EA065828,WA1CMAFP4EA065828,2014 Audi Q5 Premium Plus,2014,Audi,27995.0,(414) 455-6995,"AutoSource Motors, Inc.",39580.0,Brilliant Black,Black,2014 Audi Q5 TDI PREMIUM PLUS SUV,2014.0,Audi,27995.0,888-784-8893,Autosource Motors Inc.,39580.0,Brilliant Black,Black,1
57354,WAURMAFD8EN001027,WAURMAFD8EN001027,2014 Audi A8 L 3.0 TDI,2014,Audi,33998.0,(414) 455-6995,"AutoSource Motors, Inc.",59788.0,Phantom Black Pearl Effect,Black,2014 Audi A8 L TDI PREMIUM SEDAN,2014.0,Audi,33998.0,888-784-8893,Autosource Motors Inc.,59788.0,Phantom Black Pearl Effect,Black,1
57417,5UXWX9C58E0D27756,5UXWX9C58E0D27756,2014 BMW X3 xDrive28i,2014,BMW,25989.0,(608) 338-1462,Zimbrick Hyundai Eastside,21769.0,Black Sapphire Metallic,Black,2014 BMW X3 AWD 4dr xDrive28i,2014.0,BMW,25989.0,608-620-7188,Zimbrick Inc,21769.0,Black Sapphire Metallic,Black,1
58086,WA1LFAFP2FA078458,WAUBFGFF3F1071785,2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,31967.0,(414) 375-2104,Audi North Shore,25867.0,Mythos Black Metallic,Black,2015 Audi S3 2.0T Premium Plus quattro,2015.0,Audi,32000.0,888-570-6761 888-570-6837,Motorwerks of Barrington,24457.0,Monsoon Gray Metallic,Black,0
58269,WDDKJ8JB6EF278982,WDDHF8JB4EA870499,2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,25480.0,(877) 682-3020,VROOM (Milwaukee),47700.0,Blue,Black,2014 Mercedes-Benz E-Class E 350 Sedan,2014.0,Mercedes-Benz,26980.0,877-650-2166,Umansky Motor Cars,47842.0,Black,BLACK,0
58270,WDDKK5KF8EF249206,WDDHF8JB4EA870499,2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,27980.0,(877) 682-3020,VROOM (Milwaukee),49206.0,Black,Black,2014 Mercedes-Benz E-Class E 350 Sedan,2014.0,Mercedes-Benz,26980.0,877-650-2166,Umansky Motor Cars,47842.0,Black,BLACK,0
58277,4JGDA5HB2EA278087,WDDHF8JB4EA870499,2014 Mercedes-Benz  ML 350 4MATIC,2014,Mercedes-Benz,28542.0,(877) 591-3075,BMW of Milwaukee North,47262.0,Black,Almond Beige,2014 Mercedes-Benz E-Class E 350 Sedan,2014.0,Mercedes-Benz,26980.0,877-650-2166,Umansky Motor Cars,47842.0,Black,BLACK,0
58381,WAUAF48H98K000290,WAUAF48H98K000290,2008 Audi A4 2.0T Cabriolet,2008,Audi,11995.0,(608) 729-3822,Schoepp Motors West,76407.0,Blue,,2008 Audi A4 2.0T,2008.0,Audi,11995.0,,Schoepp Motors West,76407.0,BLUE,,1
58575,JTHBA30G445043042,2T2HA31U64C002295,2004 Lexus ES 330,2004,Lexus,6999.0,(262) 261-0124,"Campbells Auto Sport, Inc.",119780.0,Black,Bisque,2004 Lexus RX 330 4WD,2004.0,Lexus,7995.0,,Economy Plus Auto Sales,121013.0,Gold,Select,0
59326,WAUFFAFL0CN011052,WA1LFAFP9CA138831,2012 Audi A4 2.0T Premium Plus quattro,2012,Audi,,(414) 375-2115,Audi North Shore,81283.0,Silver,,2012 Audi Q5 2.0T Premium Plus 4WD Sport Utility Vehicles,2012.0,Audi,16911.0,414-427-2000,Ewald Chrysler Jeep Dodge RAM,82725.0,Black,,0
59746,4JGDA5HB3JB025526,WDDZF4KB9JA329146,2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,5015.0,Designo Diamond White Metallic,Black,2018 Mercedes-Benz E-Class E 300 4MATIC,2018.0,Mercedes-Benz,53987.0,888-570-6761 888-570-6837,Motorwerks of Barrington,5695.0,Black,Black,0
59775,5UXKR0C53F0P05291,5UXKR0C56F0P14857,2015 BMW X5 xDrive35i,2015,BMW,38885.0,(414) 930-1684,International Autos,46710.0,Space Gray Metallic,Black,2015 BMW X5 xDrive35i SUV,2015.0,BMW,38895.0,,International Alfa Romeo,46021.0,Dark Graphite,Black,0
59777,5UXKR0C56F0P14857,5UXKR0C56F0P14857,2015 BMW X5 xDrive35i,2015,BMW,38895.0,(414) 930-1684,International Autos,46021.0,Dark Graphite Metallic,Black,2015 BMW X5 xDrive35i SUV,2015.0,BMW,38895.0,,International Alfa Romeo,46021.0,Dark Graphite,Black,1
60574,WAUENAF49JA019906,WAUENAF43JA029332,2018 Audi A4 2.0T Premium Plus,2018,Audi,40953.0,(414) 939-8502,International Autos,3987.0,Mythos Black Metallic,Black,2018 Audi A4 2.0T Premium Sedan,2018.0,Audi,41967.0,414-543-3000,INTERNATIONAL AUTOS GROUP,3637.0,Mythos black metallic,Black / Express red stitching,0
61367,WAUSFAFR1FA034306,WAUFGAFC4FN017146,2015 Audi A5 2.0T Premium Plus quattro,2015,Audi,29000.0,(414) 939-8502,International Autos,31540.0,Monsoon Gray Metallic,Brown,2015 Audi A6 4dr Sdn quattro 3.0T Premium Plus,2015.0,Audi,30989.0,608-620-7188,Zimbrick Inc,29591.0,Oolong Gray Metallic,Black,0
61425,WAUFGAFC7FN028982,WAUFGAFC4FN017146,2015 Audi A6 3.0T Premium Plus,2015,Audi,31900.0,(608) 338-0718,Zimbrick Nissan,28164.0,Phantom Black Pearl Effect,Black,2015 Audi A6 4dr Sdn quattro 3.0T Premium Plus,2015.0,Audi,30989.0,608-620-7188,Zimbrick Inc,29591.0,Oolong Gray Metallic,Black,0
61473,WAUFFAFL4AN054323,WAUFFAFL4AN054323,2010 Audi A4 2.0T Premium quattro,2010,Audi,10499.0,(414) 208-4991,Gateway Motors,104669.0,Silver,Black,2010 Audi A4 2.0T Sedan quattro Tiptronic 6-Speed Automatic,2010.0,Audi,10499.0,414-208-1777,Gateway Motors,104669.0,Silver,Black,1
61682,WBXHT3C3XH5F82257,WBXHT3C32H5F73293,2017 BMW X1 xDrive 28i,2017,BMW,34385.0,(414) 939-8502,International Autos,8778.0,Alpine White,Black,2017 BMW X1 xDrive28i AWD,2017.0,BMW,35777.0,847-381-8900,Motor Werks Honda,8826.0,,,0
61861,JTHBK1GG4F2161507,JTHBW1GGXF2091015,2015 Lexus ES 350 350,2015,Lexus,23400.0,(262) 373-6622,Lexus of Brookfield,61049.0,Black,Light Tan,2015 LEXUS ES 300h,2015.0,Lexus,24200.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,60520.0,Red,BLACK,0
