name,year,maker,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_madison,exterior_color,interior_color,transmission,drivetrain,vin,id
2010 Mercedes-Benz  ML350 BlueTEC 4MATIC,2010,Mercedes-Benz,Gray,13995.0,Twins Auto Sales,(815) 580-4037,4.4,15.0,82363.0,61,Gray,Black,7-Speed Automatic,AWD,4JGBB2FB8AA533650,119
2018 Mercedes-Benz CLA 250 Base 4MATIC,2018,Mercedes-Benz,White,43500.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Citrus White,Black,7-Speed Automatic with Auto-Shift,AWD,WDDSJ4GB7JN537057,120
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,Silver,50521.0,International Porsche of Waukesha,(262) 395-7647,5.0,4.0,5626.0,61,Iridium Silver Metallic,Black,9-Speed Automatic,AWD,WDDZF4KB4HA104109,121
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,Red,66843.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Designo Cardinal Red Metallic,Beige,9-Speed Automatic,AWD,WDDZF4KB6HA259163,122
2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,White,46525.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,White,Black,9-Speed Automatic,AWD,55SWF4KB1JU248046,123
2018 Mercedes-Benz AMG C 63 S,2018,Mercedes-Benz,White,86125.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,White,Black,7-Speed Automatic,RWD,WDDWJ8HB8JF622717,124
2018 Mercedes-Benz AMG CLA 45 Base 4MATIC,2018,Mercedes-Benz,Black,60250.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Cosmos Black Metallic,,7-Speed Automatic with Auto-Shift,AWD,WDDSJ5CB1JN616493,125
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Gray,49180.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Selenite Gray Metallic,Black,7-Speed Automatic,AWD,55SWF4KBXHU232289,126
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,Silver,60495.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Iridium Silver Metallic,Black,9-Speed Automatic,AWD,WDDZF4KB9HA173684,127
2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,White,46425.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,White,Black,9-Speed Automatic,AWD,WDDWF4KBXJR346297,128
2014 Mercedes-Benz  Sport,2014,Mercedes-Benz,White,20998.0,CarMax Waukesha,(262) 207-2339,,,40371.0,61,White,Gray,7-Speed Automatic w/OD,RWD,WDDGF4HB0EG212024,129
2018 Mercedes-Benz GLC 300 Base 4MATIC,2018,Mercedes-Benz,Blue,50865.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Lunar Blue Metallic,Beige,9-Speed Automatic,AWD,WDC0G4KB3JV066218,130
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Black,44485.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Black,Black,7-Speed Automatic,AWD,WDDWF4KBXHR307297,131
2018 Mercedes-Benz GLC 300 Base 4MATIC,2018,Mercedes-Benz,Gray,56055.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Selenite Gray Metallic,Black,9-Speed Automatic,AWD,WDC0G4KB1JV066007,132
2018 Mercedes-Benz  S 560 4MATIC,2018,Mercedes-Benz,White,114315.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Designo Diamond White,Black,9-Speed Automatic,AWD,WDDUG8GB1JA381815,133
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Black,37065.0,International Porsche of Waukesha,(262) 395-7647,5.0,4.0,5105.0,61,Black,Black,7-Speed Automatic,AWD,55SWF4KB6HU212265,134
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Silver,46655.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Iridium Silver Metallic,Black,7-Speed Automatic,AWD,55SWF4KB2HU204874,135
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,White,50775.0,International Porsche of Waukesha,(262) 395-7647,5.0,4.0,4501.0,61,Polar White,Black,9-Speed Automatic,AWD,WDDZF4KB2HA206038,136
2018 Mercedes-Benz GLS 450 Base 4MATIC,2018,Mercedes-Benz,Gray,76392.0,Mercedes-Benz of Elmbrook,(262) 510-2426,4.5,39.0,2745.0,61,Selenite Gray Metallic,Black,9-Speed Automatic,AWD,4JGDF6EE9JB041235,137
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,White,60175.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Polar White,Black,9-Speed Automatic,AWD,WDDZF4KB7HA137444,138
2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,Blue,51420.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Brilliant Blue Metallic,Black,9-Speed Automatic,AWD,WDDWF4KB8JR348372,139
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,White,61225.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Polar White,Macchiato,9-Speed Automatic,AWD,WDDZF4KB7HA220839,140
2018 Mercedes-Benz AMG GLC 43 Base 4MATIC,2018,Mercedes-Benz,Gray,66475.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Selenite Gray Metallic,Black,9-Speed Automatic,AWD,WDC0G6EB8JF380108,141
2014 Mercedes-Benz  GLK 350 4MATIC,2014,Mercedes-Benz,Blue,24803.0,Mercedes-Benz of Elmbrook,(262) 510-0488,4.5,39.0,62517.0,61,Lunar Blue Metallic,Shara Beige,7-Speed Automatic,AWD,WDCGG8JB1EG291206,142
2014 Mercedes-Benz  E 350 4MATIC,2014,Mercedes-Benz,Black,26798.0,Holiday Mazda,(855) 294-9011,4.9,96.0,50841.0,67,Obsidian Black Metallic,Black,7-Speed Automatic,AWD,WDDHF8JB2EA821205,143
2013 Mercedes-Benz  E 350 4MATIC,2013,Mercedes-Benz,Black,16798.0,Holiday Mazda,(855) 294-9011,4.9,96.0,108660.0,67,Black,Almond / Black,7-Speed Automatic,AWD,WDDHF8JBXDA738779,144
2014 Mercedes-Benz  CLA250,2014,Mercedes-Benz,Black,21998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,22930.0,68,Black,Black,7-Speed Auto-Shift Manual w/OD,FWD,WDDSJ4EB3EN105011,145
2018 Mercedes-Benz GLC 300 Base 4MATIC,2018,Mercedes-Benz,White,43772.0,International Autos,(414) 939-8502,3.8,56.0,7701.0,68,Polar White,Silk Beige,9-Speed Automatic,AWD,WDC0G4KB2JV025353,146
2014 Mercedes-Benz  CLA250,2014,Mercedes-Benz,Black,21998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,18088.0,68,Black,Black,7-Speed Auto-Shift Manual w/OD,FWD,WDDSJ4EB4EN109455,147
2014 Mercedes-Benz  ML 350,2014,Mercedes-Benz,Black,29998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,32895.0,68,Black,Tan,7-Speed Automatic w/OD,AWD,4JGDA5HB4EA430533,148
2014 Mercedes-Benz  ML 350,2014,Mercedes-Benz,Black,29998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,35248.0,68,Black,Black,7-Speed Automatic w/OD,AWD,4JGDA5HB5EA423221,149
2015 Mercedes-Benz  ML 350 4MATIC,2015,Mercedes-Benz,Black,30995.0,International Autos,(414) 455-4870,3.8,56.0,43709.0,68,Black,Gray / Dark Gray,7-Speed Automatic,AWD,4JGDA5HB7FA477508,150
2014 Mercedes-Benz  GLK350,2014,Mercedes-Benz,White,23998.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,45008.0,68,White,Tan,7-Speed Automatic w/OD,RWD,WDCGG5HB7EG174931,151
2014 Mercedes-Benz  GLK 350,2014,Mercedes-Benz,Black,26995.0,Griffin Chevrolet,(414) 375-4241,4.8,57.0,36131.0,68,Black,Black,7-Speed Automatic,4Matic,WDCGG8JB1EG310224,152
2013 Mercedes-Benz  C 300,2013,Mercedes-Benz,Black,18599.0,CarMax Metro Parc,(414) 214-9772,4.0,2.0,47595.0,68,Black,Black,7-Speed Automatic,AWD,WDDGF8AB3DA820378,153
2015 Mercedes-Benz  CLS 400 4MATIC,2015,Mercedes-Benz,Gray,31799.0,Russ Darrow Honda,(414) 751-6997,4.7,781.0,73485.0,69,Steel Gray Metallic,Black,7-Speed Automatic,AWD,WDDLJ6HB5FA134210,154
2013 Mercedes-Benz  E 350,2013,Mercedes-Benz,Gray,19290.0,Bull Valley Ford,(888) 649-4692,4.7,56.0,52467.0,71,Gray,,Automatic 7-Speed,All Wheel Drive,WDDHF8JB6DA735278,155
2014 Mercedes-Benz  ML 350 4MATIC,2014,Mercedes-Benz,Black,28542.0,BMW of Milwaukee North,(877) 591-3075,4.8,106.0,47262.0,73,Black,Almond Beige,7-Speed Automatic,AWD,4JGDA5HB2EA278087,156
2017 Mercedes-Benz GLE 350 Base 4MATIC,2017,Mercedes-Benz,Gray,50944.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,9723.0,74,Selenite Grey Metallic,Black,7-SPEED A/T,All Wheel Drive,4JGDA5HB1HA852408,157
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,White,26898.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,21811.0,74,Polar White,Beige/Black,7-SPEED A/T,All Wheel Drive,55SWF4KB4FU004060,158
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,White,26944.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,20578.0,74,Polar White,Silk Beige,7-SPEED A/T,All Wheel Drive,55SWF4KB7FU026232,159
2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,Black,26980.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,47842.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,WDDHF8JB4EA870499,160
2015 Mercedes-Benz  GL 450,2015,Mercedes-Benz,Blue,40942.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,42415.0,74,Lunar Blue Metallic,Almond Beige,7-SPEED A/T,All Wheel Drive,4JGDF6EE2FA506760,161
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,Silver,26130.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,40234.0,74,Palladium Silver Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB5FU007551,162
2018 Mercedes-Benz GLC 300 Base 4Matic,2018,Mercedes-Benz,Black,50445.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Black,Black,9-SPEED A/T,All Wheel Drive,WDC0G4KB0JV045519,163
2018 Mercedes-Benz AMG GLE 63 Base 4Matic,2018,Mercedes-Benz,Black,119155.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Obsidian Black Metallic,black,7-SPEED A/T,All Wheel Drive,4JGED7FBXJA102408,164
2001 Mercedes-Benz  S500,2001,Mercedes-Benz,Silver,3995.0,Car Planet,(414) 292-9743,2.6,5.0,129530.0,74,Silver,Gray,5-Speed Automatic,RWD,WDBNG75J51A172773,165
2018 Mercedes-Benz GLC 300 Base 4Matic,2018,Mercedes-Benz,Red,49405.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Designo Cardinal Red Metallic,beige,9-SPEED A/T,All Wheel Drive,WDC0G4KB1JV068078,166
2015 Mercedes-Benz  ML 350,2015,Mercedes-Benz,White,33737.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,30549.0,74,Polar White,Black,7-SPEED A/T,All Wheel Drive,4JGDA5HB3FA529524,167
2015 Mercedes-Benz  GLK 350,2015,Mercedes-Benz,White,26997.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,32677.0,74,Polar White,Sahara Beige/Mocha,7-SPEED A/T,All Wheel Drive,WDCGG8JB5FG353644,168
2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,Black,37736.0,Mercedes-Benz of Milwaukee North,(888) 821-5863,4.8,203.0,6422.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB6HU189571,169
2013 Mercedes-Benz  SL 550,2013,Mercedes-Benz,Black,46944.0,Mercedes-Benz of Milwaukee North,(888) 821-6594,4.8,203.0,30892.0,74,Black,Black,7-SPEED A/T,Rear Wheel Drive,WDDJK7DA9DF008861,170
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,Black,62240.0,Mercedes-Benz of Milwaukee North,(888) 224-9092,4.8,203.0,0.0,74,Black,Black,7-SPEED A/T,All Wheel Drive,4JGDA5HB0JB102014,171
2014 Mercedes-Benz  C 250,2014,Mercedes-Benz,White,16998.0,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162.0,38024.0,76,Diamond White Metallic,Almond/Beige,7-SPEED A/T,Rear Wheel Drive,WDDGF4HBXEG229543,172
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,Black,24990.0,Car Castle,(262) 456-5159,4.9,45.0,47287.0,76,Black,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB7FU026411,173
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,Gray,26990.0,Car Castle,(262) 456-5159,4.9,45.0,43341.0,76,Steel Gray Metallic,Black,7-SPEED A/T,All Wheel Drive,55SWF4KB0FU038089,174
2015 Mercedes-Benz  GL 450,2015,Mercedes-Benz,Gray,39990.0,Car Castle,(262) 456-5159,4.9,45.0,36989.0,76,Steel Gray Metallic,Black,7-SPEED A/T,All Wheel Drive,4JGDF6EE2FA520996,175
2011 Mercedes-Benz  GL 450,2011,Mercedes-Benz,White,17850.0,4 Wheels of Fox Lake,(847) 629-4507,5.0,79.0,114574.0,77,White,Black,7-SPEED A/T,All Wheel Drive,4JGBF7BE6BA676048,176
2014 Mercedes-Benz  CLA 250 4MATIC,2014,Mercedes-Benz,Gray,21938.0,Frank Boucher Chevrolet Cadillac of Racine,(866) 672-8974,5.0,56.0,35005.0,79,Gray,Black,7-Speed Automatic with Auto-Shift,AWD,WDDSJ4GBXEN160150,177
2013 Mercedes-Benz  E 350,2013,Mercedes-Benz,White,21230.0,VROOM (Milwaukee),(877) 682-3020,,,46072.0,73,White,Tan,7-Speed Automatic w/Manual Shift,RWD,WDDKJ5KB0DF194930,178
2015 Mercedes-Benz  GLA 250,2015,Mercedes-Benz,Black,23730.0,VROOM (Milwaukee),(877) 682-3020,,,35339.0,73,Black,Black,Automatic,AWD,WDCTG4GB0FJ034878,179
2014 Mercedes-Benz  E 350 Sport 4dr Sedan,2014,Mercedes-Benz,Silver,21730.0,VROOM (Milwaukee),(877) 682-3020,,,64816.0,73,Silver,Gray,7-Speed Automatic w/OD,RWD,WDDHF5KB6EA829076,180
2014 Mercedes-Benz  C250,2014,Mercedes-Benz,White,21480.0,VROOM (Milwaukee),(877) 682-3020,,,33439.0,73,White,Black,7-Speed Automatic w/OD,RWD,WDDGJ4HBXEG299848,181
2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,Gray,24230.0,VROOM (Milwaukee),(877) 682-3020,,,45841.0,73,Gray,Black,7-Speed Automatic w/OD,RWD,WDDKJ5KB0EF224736,182
2013 Mercedes-Benz  E 350,2013,Mercedes-Benz,Black,21480.0,VROOM (Milwaukee),(877) 682-3020,,,58769.0,73,Black,Tan,7-Speed Automatic w/Manual Shift,RWD,WDDKJ5KB4DF194784,183
2017 Mercedes-Benz GLE 350 Base,2017,Mercedes-Benz,Black,48230.0,VROOM (Milwaukee),(877) 682-3020,,,9083.0,73,Black,Black,7-Speed Automatic w/OD,RWD,4JGDA5JB8HA884136,184
2015 Mercedes-Benz  C300 4MATIC,2015,Mercedes-Benz,White,24730.0,VROOM (Milwaukee),(877) 682-3020,,,26453.0,73,White,Tan,7-Speed Automatic w/OD,AWD,55SWF4KB1FU023018,185
2015 Mercedes-Benz  SL63 AMG,2015,Mercedes-Benz,Brown,84980.0,VROOM (Milwaukee),(877) 682-3020,,,15740.0,73,Brown,Tan,Automatic,RWD,WDDJK7EA8FF035101,186
2016 Mercedes-Benz  GLE 350,2016,Mercedes-Benz,White,37980.0,VROOM (Milwaukee),(877) 682-3020,,,42784.0,73,White,Black,7-Speed Automatic w/OD,RWD,4JGDA5JB8GA743341,187
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,Blue,24980.0,VROOM (Milwaukee),(877) 682-3020,,,25571.0,73,Blue,Gray,7-Speed Automatic w/OD,RWD,55SWF4JBXFU056584,188
2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,Black,24980.0,VROOM (Milwaukee),(877) 682-3020,,,25152.0,73,Black,Black,7-Speed Automatic w/OD,RWD,55SWF4JBXFU052146,189
2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,Black,30730.0,VROOM (Milwaukee),(877) 682-3020,,,39675.0,73,Black,Brown,Automatic,RWD,WDDKK5KF3EF240624,190
2014 Mercedes-Benz  E 350 Sport 4dr Sedan,2014,Mercedes-Benz,White,25480.0,VROOM (Milwaukee),(877) 682-3020,,,43824.0,73,White,Tan,7-Speed Automatic w/OD,RWD,WDDHF5KB9EA908838,191
2016 Mercedes-Benz  GLC 300,2016,Mercedes-Benz,Blue,35980.0,VROOM (Milwaukee),(877) 682-3020,,,17888.0,73,Blue,Tan,9-Speed Automatic w/OD,RWD,WDC0G4JB7GF092342,192
2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,White,24480.0,VROOM (Milwaukee),(877) 682-3020,,,38666.0,73,White,Black,7-Speed Automatic w/OD,RWD,WDDKJ5KB7EF283315,193
2014 Mercedes-Benz  E 350 Sport 4dr Sedan,2014,Mercedes-Benz,Black,24980.0,VROOM (Milwaukee),(877) 682-3020,,,43278.0,73,Black,Black,7-Speed Automatic w/OD,RWD,WDDHF5KBXEA878345,194
2015 Mercedes-Benz  ML 350,2015,Mercedes-Benz,White,28730.0,VROOM (Milwaukee),(877) 682-3020,,,51156.0,73,White,Tan,7-Speed Automatic w/OD,RWD,4JGDA5JB1FA583656,195
2014 Mercedes-Benz  CLA250,2014,Mercedes-Benz,Black,24480.0,VROOM (Milwaukee),(877) 682-3020,,,2870.0,73,Black,Black,7-Speed Auto-Shift Manual w/OD,FWD,WDDSJ4EB7EN037957,196
2015 Mercedes-Benz  GLK350,2015,Mercedes-Benz,White,27480.0,VROOM (Milwaukee),(877) 682-3020,,,31667.0,73,White,Tan,Automatic,RWD,WDCGG5HB5FG410977,197
2014 Mercedes-Benz  GLK350,2014,Mercedes-Benz,White,25480.0,VROOM (Milwaukee),(877) 682-3020,,,37794.0,73,White,Black,Automatic,RWD,WDCGG5HB8EG196260,198
2017 Mercedes-Benz SLC 300 Base,2017,Mercedes-Benz,Black,41980.0,VROOM (Milwaukee),(877) 682-3020,,,8375.0,73,Black,Black,9-Speed Automatic w/OD,RWD,WDDPK3JA2HF144522,199
2013 Mercedes-Benz  E 350 4MATIC,2013,Mercedes-Benz,Silver,14995.0,German Auto House,(608) 467-4941,5.0,1.0,114796.0,2,Silver,White,7-Speed Automatic,AWD,WDDHF8JB0DA679788,200
2014 Mercedes-Benz  Sport,2014,Mercedes-Benz,Gray,19998.0,CarMax Madison,(608) 286-3923,4.3,3.0,24850.0,5,Gray,Black,7-Speed Automatic w/OD,RWD,WDDGF4HB0ER314346,201
2013 Mercedes-Benz  GL 450 4MATIC,2013,Mercedes-Benz,Black,30495.0,Fields Jaguar Land Rover Volvo Cars Madison,(608) 216-2301,4.3,21.0,64995.0,5,Black,Black,7-Speed Automatic,AWD,4JGDF7CEXDA193222,202
2013 Mercedes-Benz  GL 450 4MATIC,2013,Mercedes-Benz,Blue,27995.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,93653.0,6,Lunar Blue Metallic,,7-Speed Automatic,AWD,4JGDF7CE9DA148238,203
2012 Mercedes-Benz,2012,Mercedes-Benz,White,18995.0,Schoepp Motors West,(608) 729-3822,4.8,1543.0,52369.0,6,White,,7-Speed Automatic,RWD,WDDGF4HB9CR217367,204
2014 Mercedes-Benz  E 350,2014,Mercedes-Benz,Red,28900.0,Zimbrick Nissan,(608) 338-0718,4.6,111.0,22057.0,7,Mars Red,Silk Beige/Espresso Brown,7-SPEED A/T,All Wheel Drive,WDDKJ8JB8EF279034,205
2010 Mercedes-Benz  GLK 350 4MATIC,2010,Mercedes-Benz,Blue,13899.0,Ewald Chrysler Dodge Jeep Ram of Oconomowoc,(262) 326-1871,4.5,89.0,105338.0,46,Blue,Black,7-Speed Automatic,AWD,WDCGG8HB5AF427083,206
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,Blue,63410.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Blue,,7-Speed Automatic,AWD,4JGDA5HB1JB095669,207
2009 Mercedes-Benz  C 300 Sport,2009,Mercedes-Benz,White,7250.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,132285.0,55,White,,7-Speed Automatic,AWD,WDDGF81X39R058965,208
2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,Silver,50595.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Silver,,9-Speed Automatic,AWD,55SWF4KB9JU262647,209
2017 Mercedes-Benz GLE 350 Base 4MATIC,2017,Mercedes-Benz,Black,64060.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Black,,7-Speed Automatic,AWD,4JGDA5HB1HA982639,210
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,Gray,67200.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Gray Metallic,,7-Speed Automatic,AWD,4JGDA5HB4JB030556,211
2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,Black,65630.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Black,,9-Speed Automatic,AWD,WDDZF4KB4JA399265,212
2018 Mercedes-Benz  E 300,2018,Mercedes-Benz,Gray,67500.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Gray,,9-Speed Automatic,AWD,WDDZF4KB8JA425186,213
2018 Mercedes-Benz GLE 350 Base 4MATIC,2018,Mercedes-Benz,White,67220.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,White,,7-Speed Automatic,AWD,4JGDA5HB6JB103698,214
2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,White,46975.0,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522.0,0.0,55,Polar White,,9-Speed Automatic,AWD,55SWF4KB2JU256396,215
2016 Mercedes-Benz Sprinter 2500 Normal Roof,2016,Mercedes-Benz,White,32433.0,Lynch Chrysler Dodge Jeep RAM,(262) 684-4253,4.9,323.0,13341.0,56,Arctic White,Black,7-Speed Automatic,RWD,8BRPE7DD3GE123308,216
2014 Mercedes-Benz  E 350 4MATIC,2014,Mercedes-Benz,Silver,26534.0,Lynch Chrysler Dodge Jeep RAM,(262) 684-4253,4.9,323.0,34483.0,56,Iridium Silver Metallic,Black,7-Speed Automatic,AWD,WDDHF8JB5EA922528,217
2013 Mercedes-Benz  GL 450 4MATIC,2013,Mercedes-Benz,White,25683.0,Boucher Chevrolet of Waukesha,(866) 590-9089,4.5,55.0,90052.0,59,Arctic White,Black,7-Speed Automatic,AWD,4JGDF7CEXDA145963,218
2018 Mercedes-Benz AMG C 63 S,2018,Mercedes-Benz,White,83850.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Designo Diamond White Metallic,Black,7-Speed Automatic,RWD,55SWF8HBXJU247167,220
2018 Mercedes-Benz  C 300 4MATIC,2018,Mercedes-Benz,Black,48825.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Black,Black,9-Speed Automatic,AWD,WDDWF4KB9JR336487,221
2018 Mercedes-Benz GLC 300 Base 4MATIC,2018,Mercedes-Benz,Black,54685.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Black,Black,9-Speed Automatic,AWD,WDC0J4KBXJF355527,222
2015 Mercedes-Benz  SLK 250,2015,Mercedes-Benz,White,33416.0,Mercedes-Benz of Elmbrook,(262) 510-0488,4.5,39.0,16858.0,61,Polar White,Two-Tone Brown / Black,7-Speed Automatic,RWD,WDDPK4HA6FF101486,223
2014 Mercedes-Benz  E 550 4MATIC,2014,Mercedes-Benz,Black,34875.0,Mercedes-Benz of Elmbrook,(262) 510-0488,4.5,39.0,63265.0,61,Black,Chestnut Brown,7-Speed Automatic,AWD,WDDHF9BB5EA866711,224
2017 Mercedes-Benz Sprinter 2500 Standard Roof,2017,Mercedes-Benz,Red,59412.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Velvet Red,Black,5-Speed Automatic,4WD,WD4FE7CD3HP574541,226
2015 Mercedes-Benz  E 350 4MATIC,2015,Mercedes-Benz,Black,34396.0,Mercedes-Benz of Elmbrook,(262) 510-0488,4.5,39.0,16206.0,61,Black,Black,7-Speed Automatic,AWD,WDDHF8JB7FB130831,228
2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,Black,52515.0,International Porsche of Waukesha,(262) 395-7647,5.0,4.0,6820.0,61,Black,Brown,9-Speed Automatic,AWD,WDDZF4KB1HA041454,229
2017 Mercedes-Benz  C 300 4MATIC,2017,Mercedes-Benz,White,57420.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Designo Diamond White Metallic,Cranberry Red / Black,7-Speed Automatic,AWD,WDDWJ4KB6HF549553,230
2017 Mercedes-Benz GLE 350 Base 4MATIC,2017,Mercedes-Benz,White,60990.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Polar White,Espresso Brown,7-Speed Automatic,AWD,4JGDA5HB6HA984516,232
2017 Mercedes-Benz CLS 550 Base 4MATIC,2017,Mercedes-Benz,Gray,88100.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Selenite Gray Metallic,Black,9-Speed Automatic,AWD,WDDLJ9BB6HA198155,233
2018 Mercedes-Benz AMG C 63 S,2018,Mercedes-Benz,White,86200.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Designo Diamond White Metallic,Black,7-Speed Automatic,RWD,55SWF8HB4JU250632,234
2018 Mercedes-Benz GLC 300 Base 4MATIC,2018,Mercedes-Benz,Black,50445.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Black,Black,9-Speed Automatic,AWD,WDC0G4KB5JV059285,235
2018 Mercedes-Benz  S 450 4MATIC,2018,Mercedes-Benz,White,106130.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Designo Diamond White,Beige,9-Speed Automatic,AWD,WDDUG6EB7JA347773,236
2018 Mercedes-Benz AMG GLE 43 Base 4MATIC,2018,Mercedes-Benz,Black,80795.0,Mercedes-Benz of Elmbrook,(262) 510-0498,4.5,39.0,0.0,61,Obsidian Black Metallic,Black,9-Speed Automatic,AWD,4JGDA6EB9JB100367,237
