name,VIN,make,model,year,price,miles,Exterior Color,Interior Color,Seller Name,Seller Phone,Transmission,Drivetrain
Used 2016 BMW X3 xDrive28i,5UXWX9C59G0D67766,BMW,X3,2016,34750,19304,Sparkling_Brown,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW 3 Series 328d xDrive,WBA3K5C55FK300879,BMW,3 Series,2015,34500,24399,Black,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW X5 xDrive35i,5UXKR0C55F0K62416,BMW,X5,2015,33750,72286,Black Sapphire Metallic,Black,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW 5 Series 535i xDrive,WBA5B3C56FD544610,BMW,5 Series,2015,33750,37944,Black,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW 5 Series 535i xDrive,WBA5B3C53FD545262,BMW,5 Series,2015,31000,54791,Black,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW 4 Series 435i xDrive,WBA4B3C52FD670197,BMW,4 Series Gran Coupe,2015,30750,36235,Imperial Blue Metallic,Saddle Brown/Excl. Stitch,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW X3 xDrive28i,5UXWX9C52F0D51231,BMW,X3,2015,29000,36584,Black Sapphire Metallic,Oyster,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW X1 xDrive28i,WBAVL1C59FVY27370,BMW,X1,2015,23250,42875,Black,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2004 BMW X5 3.0i,5UXFA13584LU20807,BMW,X5,2004,,168971,Silver,,MAZDA OF CRYSTAL LAKE,,Manual,All Wheel Drive
Used 2002 BMW 3 Series 325i,WBAET37402NG70838,BMW,3 Series,2002,3990,152393,Not Given,,MAZDA OF CRYSTAL LAKE,,Manual,Rear Wheel Drive
Used 2015 BMW 5 Series 528i xDrive,WBA5A7C57FD623245,BMW,5 Series,2015,26000,43335,Glacier Silver Metallic,Black,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW 5 Series 528i xDrive,WBA5A7C57FD623259,BMW,5 Series,2015,,22697,Gray,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2017 BMW X5 xDrive35i,5UXKR0C58H0V65483,BMW,X5,2017,65990,4456,Black Sapphire Metallic,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2008 BMW 5 Series 550i,WBANW53568CT48532,BMW,5 Series,2008,16500,88074,Carbon Black Metallic,Black,MAZDA OF CRYSTAL LAKE,,Manual,Rear Wheel Drive
Used 2015 BMW 3 Series 328i xDrive,WBA3B3C52FF546303,BMW,3 Series,2015,21250,71710,Mojave,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW M4,WBS3R9C58FK330375,BMW,M4,2015,47750,40099,Black_Sapphire,,MAZDA OF CRYSTAL LAKE,,Manual,Rear Wheel Drive
Used 2015 BMW M4,WBS3R9C53FK331711,BMW,M4,2015,47750,40003,White,,MAZDA OF CRYSTAL LAKE,,Manual,Rear Wheel Drive
Used 2015 BMW 4 Series 435i xDrive,WBA3R5C54FK189365,BMW,4 Series,2015,41250,18811,Blue,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW X5 xDrive35i,5UXKR0C58F0K64970,BMW,X5,2015,38500,39582,Black,,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2017 BMW X3 xDrive28i,5UXWX9C36H0T23334,BMW,X3,2017,38000,15397,Alpine White,Black,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW 4 Series 428i,WBA3V5C56FP753970,BMW,4 Series,2015,37750,27651,White,,MAZDA OF CRYSTAL LAKE,,Automatic,Rear Wheel Drive
Used 2014 BMW 6 Series 650i xDrive,WBA6B4C54ED099115,BMW,6 Series Gran Coupe,2014,37500,63671,Moonstone Metallic,Champagne,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
Used 2015 BMW X5 xDrive50i,5UXKR6C57F0J78603,BMW,X5,2015,37500,59582,Dark Graphite Metallic,Ivory White,MAZDA OF CRYSTAL LAKE,,Automatic,All Wheel Drive
2006 BMW 5-Series 530xi 6-Speed Automatic,WBANF73586CG67393,BMW,5 Series,2006,7999,123208,Blue,Tan,Gateway Motors,(414) 208-1777,Manual,All Wheel Drive
2015 BMW 4 Series 428i Xdrive,WBA4A7C57FD413899,BMW,4 Series Gran Coupe,2015,31491,22733,Black,,Ewald's Venus Ford,888-319-2170,Automatic,All Wheel Drive
2014 BMW 5 Series 528i Xdrive,WBA5A7C52ED616038,BMW,5 Series,2014,23997,48437,Black,,Ewald's Venus Ford,888-319-2170,Automatic,All Wheel Drive
Pre-Owned 2015 BMW 528i xDrive,WBA5A7C50FD622003,BMW,5 Series,2015,27851,40162,Silver,,Honda of Kenosha,888-345-6878 888-275-0930,Automatic,All Wheel Drive
2014 BMW X5 xDrive50i SAV,5UXKR6C56E0J73004,BMW,X5,2014,45682,34085,Mineral White Metallic,CANBERRA BEIGE,BMW of Dubuque,888-810-0623 877-500-2315,Automatic,All Wheel Drive
2015 BMW X5 xDrive35d SUV,5UXKS4C55F0N07114,BMW,X5,2015,43415,41911,Mineral Silver Metallic,CANBERRA BEIGE,BMW of Dubuque,888-810-0623 877-500-2315,Automatic,All Wheel Drive
2008 BMW X5 3.0si SAV,5UXFE43518L009762,BMW,X5,2008,10471,130282,Platinum Bronze,SAND BEIGE,BMW of Dubuque,888-810-0623 877-500-2315,Automatic,All Wheel Drive
2004 BMW X5 3.0i SUV,5UXFA13594LU35591,BMW,X5,2004,7791,96999,Sterling Gray Metallic,BLACK,BMW of Dubuque,888-810-0623 877-500-2315,Manual,All Wheel Drive
2013 BMW X3 xDrive28i Xdrive28i SAV,5UXWX9C53D0A14452,BMW,X3,2013,17854,82541,Space Gray,OYSTER,BMW of Dubuque,888-810-0623 877-500-2315,Automatic,All Wheel Drive
2015 BMW X3 xDrive28i SAV,5UXWX9C59F0D59875,BMW,X3,2015,30706,35672,Mineral Silver Metallic,BEIGE,BMW of Dubuque,888-810-0623 877-500-2315,Automatic,All Wheel Drive
2016 BMW X3 xDrive28i SAV,5UXWX9C54G0D71949,BMW,X3,2016,34910,25058,Mineral Silver Metallic,SAND BEIGE,BMW of Dubuque,888-810-0623 877-500-2315,Automatic,All Wheel Drive
2008 BMW 528xi 528xi Sedan,WBANV13518CZ58740,BMW,5 Series,2008,9500,115902,Silver,GRAY,BMW of Dubuque,888-810-0623 877-500-2315,Manual,All Wheel Drive
2015 BMW 528i xDrive Sedan,WBA5A7C56FD624113,BMW,5 Series,2015,26856,49964,Alpine White,BLACK,BMW of Dubuque,888-810-0623 877-500-2315,Automatic,All Wheel Drive
2018 BMW 430i xDrive Convertible,WBA4Z3C58JEA31694,BMW,4 Series,2018,43987,11464,Mineral Gray,BLACK,BMW of Dubuque,888-810-0623 877-500-2315,,
2009 BMW 328i xDrive Sedan,WBAPK73529A454103,BMW,3 Series,2009,9500,136357,Jet Black,BLACK,BMW of Dubuque,888-810-0623 877-500-2315,Manual,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3C57FJ984747,BMW,3 Series,2015,24193,40259,Black Sapphire Metallic,BLACK,BMW of Dubuque,888-810-0623 877-500-2315,Automatic,All Wheel Drive
2015 BMW 228i xDrive Coupe,WBA1F7C5XFVX95571,BMW,2 Series,2015,24831,58798,Jet Black,BLACK,BMW of Dubuque,888-810-0623 877-500-2315,Automatic,All Wheel Drive
"2015 BMW X1 xDrive28i SUV - Heated Leather, Bluetooth",WBAVL1C53FVY30460,BMW,X1,2015,24873,24460,Alpine White,,Richardson Motors,(888) 480-1482,Automatic,All Wheel Drive
Pre-Owned 2009 BMW X3 xDrive30i AWD,WBXPC93459WJ25727,BMW,X3,2009,9329,94537,Black,Sand Beige,Pauly Toyota/Scion,877-654-8261 888-221-2806,Manual,All Wheel Drive
2009 BMW 328i xDrive Sedan,WBAPK73529A453596,BMW,3 Series,2009,,80368,,,Fenzel Motor Sales Inc,847-683-2424,Manual,All Wheel Drive
2011 BMW X3 xDrive28i Xdrive28i SAV,5UXWX5C53BL701576,BMW,X3,2011,9896,122835,Blue,BEIGE,Gregory Hyundai,888-612-9983 888-612-9986,Automatic,All Wheel Drive
2014 BMW 535d xDrive 535d Xdrive Sedan,WBAFV3C58ED685740,BMW,5 Series,2014,26789,43932,Dark Graphite,AMARO BROWN,Gregory Hyundai,888-612-9983 888-612-9986,Automatic,All Wheel Drive
2018 BMW X5 xDrive35i SAV,5UXKR0C55J0X97996,BMW,X5,2018,61250,4069,Black,,Zeigler Nissan Gurnee,847-265-1122,,4-Wheel Drive
2018 BMW X5 xDrive35i SAV,5UXKR0C51J0X86848,BMW,X5,2018,58648,7932,Dark Graphite,BLACK,Zeigler Nissan Gurnee,847-265-1122,,4-Wheel Drive
2015 BMW 328i xDrive Gran Turismo xDrive Gran Turismo,WBA3X5C5XFD561057,BMW,3 Series Gran Turismo,2015,24901,46863,Alpine White,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 335i xDrive Sedan,WBA3B9C53FF589440,BMW,3 Series,2015,35296,34383,Alpine White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2018 BMW X5 xDrive35i SAV,5UXKR0C50J0X86338,BMW,X5,2018,55035,7040,Silver,BLACK,Zeigler Nissan Gurnee,847-265-1122,,4-Wheel Drive
2018 BMW 750i xDrive Sedan,WBA7F2C53JG424794,BMW,7 Series,2018,87993,8336,Mineral White Metallic,ZAGORA BEIGE,Zeigler Nissan Gurnee,847-265-1122,,
2018 BMW 430i Convertible,WBA4Z1C56JEA31441,BMW,4 Series,2018,,20732,,,Zeigler Nissan Gurnee,847-265-1122,,
2015 BMW 535i xDrive Sedan,WBA5B3C57FD542154,BMW,5 Series,2015,27860,58570,Champagne Quartz,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3G56FNR89358,BMW,3 Series,2015,17950,58884,Blue,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2009 BMW 328i xDrive Coupe Coupe,WBAWC33599P470023,BMW,3 Series,2009,14900,55441,Black Sapphire Metallic,,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive
2015 BMW 328i xDrive Gran Turismo xDrive Gran Turismo,WBA3X5C53FD561109,BMW,3 Series Gran Turismo,2015,25997,46203,Alpine White,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2013 BMW X3 xDrive35i SAV,5UXWX7C53DL977884,BMW,X3,2013,21500,57154,Titanium Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive35i SUV,5UXKR0C52F0K69307,BMW,X5,2015,34966,52561,White,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2017 BMW 330i xDrive Sedan,WBA8D9G30HNU64512,BMW,3 Series,2017,38991,7010,Silver,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 435i xDrive Gran Coupe,WBA4B3C54FD670329,BMW,4 Series Gran Coupe,2015,36866,27218,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2011 BMW 535i xDrive Sedan,WBAFU7C51BC876136,BMW,5 Series,2011,19993,42128,Space Gray Metallic,VENETIAN BEIGE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 535i xDrive Sedan,WBA5B3C5XFD540429,BMW,5 Series,2015,30863,57894,Alpine White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i 328i Sedan,WBA3A5G52FNP35242,BMW,3 Series,2015,18983,29624,Glacier Silver Metallic,VENETIAN BEIGE EXCLUSIVE STITCHING,Zeigler Nissan Gurnee,847-265-1122,Automatic,Rear Wheel Drive
2004 BMW 325i Sedan,WBAEV33434KR26245,BMW,3 Series,2004,4997,64889,Electric Red,SAND,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive
2002 BMW 323Ci Convertible,WBABS33432JY59774,BMW,3 Series,2002,4994,184411,Blue,,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive
2014 BMW 320i xDrive Sedan,WBA3C3C50EPV90385,BMW,3 Series,2014,18365,41444,White,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2014 BMW 320i xDrive 320i Xdrive Sedan,WBA3C3C55EPV90088,BMW,3 Series,2014,19998,19125,Melbourne Red Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2017 BMW 330i xDrive Sedan,WBA8D9C3XHA012175,BMW,3 Series,2017,41365,6628,Mineral White Metallic,SADDLE BROWN/DARK BROWN,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive
2017 BMW 330i xDrive Sedan,WBA8D9G35HNU62352,BMW,3 Series,2017,37441,7748,Mineral Gray,BLACK/DARK OYSTER,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2011 BMW 328i xDrive Sedan,WBAPK5C57BF123370,BMW,3 Series,2011,14253,50531,Alpine White,BEIGE,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive
2014 BMW 328i xDrive Sedan,WBA3B3C57EJ978817,BMW,3 Series,2014,22722,15670,White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2014 BMW 328i xDrive 328i Xdrive Sedan,WBA3B5C5XEP543590,BMW,3 Series,2014,17997,59653,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i Sedan Sedan,WBA3A5C53FF609326,BMW,3 Series,2015,25750,26113,Estoril Blue Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,Rear Wheel Drive
2012 BMW 328i Sedan,WBA3A5C59CF345279,BMW,3 Series,2012,14900,74371,White,VENETIAN BEIGE,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive
2017 BMW 330i xDrive Sedan,WBA8D9G32HNU65449,BMW,3 Series,2017,35950,14490,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2018 BMW 330i xDrive Sedan,WBA8D9G50JNU66963,BMW,3 Series,2018,44558,6734,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive
2018 BMW 330i xDrive Sedan,WBA8D9G50JNU66882,BMW,3 Series,2018,43687,6583,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive
2004 BMW 330Ci Convertible,WBABW53454PL46946,BMW,3 Series,2004,5825,129453,Gray,GRAY,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive
2008 BMW 328xi Sedan,WBAVC73548KX92096,BMW,3 Series,2008,,72040,White,,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive
2018 BMW X1 xDrive28i SAV,WBXHT3C30J5F90552,BMW,X1,2018,36823,4051,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive
2018 BMW X1 xDrive28i SAV,WBXHT3C35J5F90014,BMW,X1,2018,37173,7300,Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive
2014 BMW X5 xDrive35i SAV,5UXKR0C51E0H25492,BMW,X5,2014,28995,83156,Dark Graphite,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2014 BMW X5 xDrive35i SAV,5UXKR0C59E0K43706,BMW,X5,2014,29700,76886,Carbon Black Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2008 BMW 528xi 528xi Sedan,WBANV13548CZ58800,BMW,5 Series,2008,10750,84184,Titanium Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive
2014 BMW 528i xDrive Sedan,WBA5A7C51ED617083,BMW,5 Series,2014,20986,67683,Black Sapphire Metallic,IVORY WHITE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive50i SUV,5UXKR6C53F0J76234,BMW,X5,2015,45900,43072,Black Sapphire Metallic,MOCHA,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive35i SUV,5UXKR0C59F0P05313,BMW,X5,2015,41365,33386,Dark Graphite,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive50i SUV,5UXKR6C52F0J75009,BMW,X5,2015,39997,50579,Space Gray Metallic,IVORY WHITE/BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive35i SUV,5UXKR0C53F0K57991,BMW,X5,2015,42500,20031,Imperial Blue Metallic,IVORY WHITE/BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive35i SUV,5UXKR0C55F0P06751,BMW,X5,2015,31463,69894,Mineral White Metallic,MOCHA,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive35i SUV,5UXKR0C56F0P14180,BMW,X5,2015,32996,55388,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive35i SUV,5UXKR0C5XF0P13596,BMW,X5,2015,44900,30222,Carbon Black Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive35i SUV,5UXKR0C50F0K70598,BMW,X5,2015,44936,26865,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive35i SUV,5UXKR0C51F0K70240,BMW,X5,2015,38963,41840,Sparkling Brown Metallic,TERRA,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X5 xDrive35i SUV,5UXKR0C52F0P03502,BMW,X5,2015,31900,51646,Imperial Blue Metallic,IVORY WHITE/BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 3 Series 328d Xdrive Wagon,WBA3K5C5XFK300859,BMW,3 Series,2015,31500,47444,Mineral Gray Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i xDrive w/SULEV Sedan,WBA3B5C5XFP654027,BMW,3 Series,2015,25500,21693,Mineral Grey,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2016 BMW 328i xDrive SULEV Sedan,WBA8E3C51GP974453,BMW,3 Series,2016,32350,8515,Alpine White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3C57FJ983789,BMW,3 Series,2015,27991,10442,Melbourne Red Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2018 BMW X5 xDrive35i SAV,5UXKR0C55J0X85234,BMW,X5,2018,59211,6737,Dark Graphite,BLACK,Zeigler Nissan Gurnee,847-265-1122,,4-Wheel Drive
2018 BMW X5 xDrive35i SAV,5UXKR0C59J0X83731,BMW,X5,2018,55856,6547,Gray Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,,4-Wheel Drive
2015 BMW X4 xDrive28i SUV,5UXXW3C53F0M87837,BMW,X4,2015,26566,56238,Silver,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2016 BMW X4 xDrive28i Sports Activity Coupe,5UXXW3C54G0R21474,BMW,X4,2016,35963,26914,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2011 BMW X3 xDrive35i SAV,5UXWX7C57BL732714,BMW,X3,2011,,138053,Black,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i 328i Xdrive Sedan,WBA3B5C56FP652808,BMW,3 Series,2015,23599,44162,Mineral Gray,,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B5G5XFNS12953,BMW,3 Series,2015,22995,25938,Jet Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3C50FJ984833,BMW,3 Series,2015,25763,28256,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3G57FNR85982,BMW,3 Series,2015,26465,46446,Estoril Blue Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B5G56FNS17910,BMW,3 Series,2015,24000,34560,Black Sapphire Metallic,VENETIAN BEIGE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B3G54FNT17007,BMW,3 Series,2015,22991,43725,Alpine White,VENETIAN BEIGE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 328i xDrive Sedan,WBA3B5G55FNS14416,BMW,3 Series,2015,24500,32822,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X1 Xdrive28i SUV,WBAVL1C5XFVY24848,BMW,X1,2015,24000,24473,Mineral Gray Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2017 BMW X1 Xdrive28i SUV,WBXHT3C30H5F77553,BMW,X1,2017,31000,30576,Alpine White,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2018 BMW X1 Xdrive28i SAV,WBXHT3C39J5F89478,BMW,X1,2018,37300,4693,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive
2015 BMW M4 Coupe,WBS3R9C5XFK335111,BMW,M4,2015,50991,28279,Mineral White Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive
2016 BMW M3 Certified Sedan,WBS8M9C57G5E68187,BMW,M3,2016,60000,4707,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive
2016 BMW M3 Certified Sedan,WBS8M9C58G5D31615,BMW,M3,2016,58500,17052,Mineral White Metallic,OPAL WHITE,Zeigler Nissan Gurnee,847-265-1122,Manual,Rear Wheel Drive
2008 BMW X3 3.0si SAV,WBXPC93418WJ23715,BMW,X3,2008,7991,100344,Jet Black,,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive
2014 BMW X1 xDrive28i SAV,WBAVL1C52EVY13888,BMW,X1,2014,22650,42333,Valencia Orange Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2017 BMW X1 xDrive28i Br xDrive28i SAV,WBXHT3Z33H4A56226,BMW,X1,2017,36996,6591,Mineral Grey Metallic,CANBERRA BEIGE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2014 BMW X1 xDrive28i Xdrive28i SAV,WBAVL1C50EVY17471,BMW,X1,2014,17898,41873,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X1 xDrive35i SUV,WBAVM5C54FVV93580,BMW,X1,2015,25906,37683,Glacier Silver Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X1 xDrive35i SUV,WBAVM5C56FVV94259,BMW,X1,2015,25396,39947,Sparkling Brown Metallic,SAND BEIGE,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW X1 xDrive35i SUV,WBAVM5C57FVV95095,BMW,X1,2015,26500,32468,Mineral Gray Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 5 Series 528i Xdrive Sedan,WBA5A7C58FD624940,BMW,5 Series,2015,32000,29068,Jet Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 5 Series 528i Xdrive Sedan,WBA5A7C5XFD621649,BMW,5 Series,2015,27000,49101,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 528i xDrive Sedan,WBA5A7C5XFD625569,BMW,5 Series,2015,31587,24381,Black Sapphire Metallic,CINNAMON BROWN,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 5 Series 528i Xdrive Sedan,WBA5A7C58FD625750,BMW,5 Series,2015,30000,37828,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2016 BMW 5 Series 528i Xdrive Sedan,WBA5A7C56GG148204,BMW,5 Series,2016,28750,37193,Jet Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2018 BMW 430i xDrive Convertible,WBA4Z3C52JEC48304,BMW,4 Series,2018,42555,15306,Imperial Blue Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,,
2015 BMW 320i xDrive Sedan,WBA3C3C50FK201467,BMW,3 Series,2015,21995,35703,Mineral Gray,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2017 BMW 320i xDrive Sedan,WBA8E5G33HNU43093,BMW,3 Series,2017,35991,8212,Blue Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2018 BMW 320i xDrive Sedan,WBA8E5G52JNU45666,BMW,3 Series,2018,39134,7461,White Black,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive
2018 BMW 320i xDrive Sedan,WBA8E5G57JNU45811,BMW,3 Series,2018,29996,5555,White,VENETIAN BEIGE,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive
2015 BMW 3 Series 335i Xdrive Sedan,WBA3B9C50FF589699,BMW,3 Series,2015,30000,50929,Black Sapphire Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2015 BMW 3 Series 335i Xdrive Gran Turismo Hatchback,WBA3X9C52FD868973,BMW,3 Series Gran Turismo,2015,31500,47026,Melbourne Red Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
2017 BMW 3 Series 330i Xdrive AWD 330i xDrive Sedan,WBA8D9C33HA011045,BMW,3 Series,2017,33990,16568,Mediterranean Blue Metallic,,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive
2018 BMW 320i xDrive Sedan,WBA8E5G5XJNU45978,BMW,3 Series,2018,36189,4168,Grey,BLACK,Zeigler Nissan Gurnee,847-265-1122,,All Wheel Drive
2009 BMW 3 Series 328i Xdrive Sedan,WBAPK73549A457004,BMW,3 Series,2009,8472,133327,Blue Water Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Manual,All Wheel Drive
2015 BMW 3 Series 328i Xdrive Sedan,WBA3B5G51FNS14347,BMW,3 Series,2015,26500,43366,Estoril Blue Metallic,BLACK,Zeigler Nissan Gurnee,847-265-1122,Automatic,All Wheel Drive
